match,PSW,win0,confidence0,date,
32447,1.55,1,0.993279966,10/24/2019,0.55
31950,2.01,0,0.993275009,8/20/2019,-1
30232,1.52,1,0.993274719,2/7/2019,0.52
31751,1.32,1,0.993274584,7/31/2019,0.32
34820,2.52,0,0.993257642,5/14/2021,-1
27730,1.93,0,0.993236432,5/6/2017,-1
27784,1.28,1,0.993198656,5/11/2017,0.28
31363,1.15,1,0.993161835,6/23/2019,0.15
31646,1.28,1,0.993104793,7/23/2019,0.28
30119,1.2,1,0.993090779,1/15/2019,0.2
27999,1.07,1,0.993075034,6/2/2017,0.07
37444,1.49,1,0.993056438,5/17/2022,0.49
28666,1.46,1,0.993051407,8/15/2017,0.46
34493,1.47,1,0.993027628,4/6/2021,0.47
33409,1.27,1,0.992993499,9/28/2020,0.27
37743,2.2,0,0.992990651,6/22/2022,-1
27001,1.13,1,0.992975069,2/10/2017,0.13
27566,1.16,1,0.992934761,4/19/2017,0.16
33581,2.3,0,0.99292277,10/17/2020,-1
29561,2.4,0,0.992905699,1/21/2018,-1
26899,1.22,1,0.992843452,1/19/2017,0.22
31177,1.16,1,0.992835138,5/28/2019,0.16
32403,1.31,1,0.992820801,10/21/2019,0.31
35618,1.33,1,0.992797512,8/11/2021,0.33
34687,1.63,1,0.992791975,4/28/2021,0.63
34749,1.07,1,0.992782407,5/5/2021,0.07
26927,1.11,1,0.992773169,1/22/2017,0.11
36871,1.11,1,0.992749266,2/25/2022,0.11
31361,1.08,1,0.99274005,6/22/2019,0.08
36908,1.17,1,0.992738679,3/12/2022,0.17
37580,1.04,1,0.992720074,5/28/2022,0.04
39027,1.37,1,0.992656773,1/16/2023,0.37
33866,3.02,0,0.992643311,2/1/2021,-1
32317,8.31,0,0.992585952,10/11/2019,-1
38255,1.14,1,0.992584208,8/17/2022,0.14
32013,1.28,1,0.992552327,8/27/2019,0.28
32196,1.25,1,0.992524571,9/27/2019,0.25
30726,2.16,0,0.9925209,4/9/2019,-1
28538,1.45,1,0.992514611,8/2/2017,0.45
27302,3.28,0,0.992485168,3/10/2017,-1
27118,1.38,1,0.992479693,2/20/2017,0.38
37601,1.45,1,0.992386613,6/3/2022,0.45
30661,1.52,1,0.992377322,3/22/2019,0.52
34592,1.56,1,0.992373594,4/19/2021,0.56
33274,2.73,0,0.992329065,9/10/2020,-1
28809,1.24,1,0.992315314,8/30/2017,0.24
31122,1.24,1,0.992273502,5/26/2019,0.24
38835,1.35,1,0.992264377,10/28/2022,0.35
39076,1.4,1,0.992200702,1/17/2023,0.4
30192,1.59,1,0.992188777,2/5/2019,0.59
33625,1.28,1,0.992175794,10/23/2020,0.28
28181,1.1,1,0.992155155,6/29/2017,0.1
27527,2.84,0,0.99215052,4/16/2017,-1
29826,1.76,1,0.992146182,2/25/2018,0.76
33179,1.51,1,0.992080028,9/1/2020,0.51
