match,PSW,win0,confidence0,date,,
42981,2.2,1,1.417137673,1/13/2017,1.2,120
50115,2.31,1,1.416112583,8/23/2019,1.31,131
55498,1.72,0,1.415826549,5/10/2022,-1,-100
48034,2.16,1,1.415558639,10/30/2018,1.16,116
52026,2.45,1,1.415428114,2/2/2021,1.45,145
48422,1.67,0,1.415421479,2/11/2019,-1,-100
50055,1.71,0,1.414921218,8/14/2019,-1,-100
50540,1.76,0,1.414884288,10/18/2019,-1,-100
47664,1.79,0,1.414776741,9/18/2018,-1,-100
56780,2.3,1,1.41411827,10/12/2022,1.3,130
47506,1.6,0,1.414117528,8/22/2018,-1,-100
57361,1.71,1,1.413882758,2/14/2023,0.71,71
55509,2.44,1,1.413879297,5/11/2022,1.44,144
54132,1.73,0,1.413507096,10/8/2021,-1,-100
43216,1.68,0,1.413361327,2/14/2017,-1,-100
53794,2.28,1,1.413327025,8/17/2021,1.28,128
48911,1.77,0,1.412975548,4/11/2019,-1,-100
47123,1.99,1,1.412202054,7/17/2018,0.99,99
55256,1.56,0,1.412079172,4/12/2022,-1,-100
44428,1.68,0,1.410791447,7/5/2017,-1,-100
48151,1.68,0,1.410651441,1/3/2019,-1,-100
53333,1.65,0,1.410487211,6/25/2021,-1,-100
56579,2.13,1,1.410149147,9/21/2022,1.13,113
49709,1.65,0,1.408899081,7/15/2019,-1,-100
50445,1.75,0,1.40873213,10/8/2019,-1,-100
43372,2.37,1,1.408569723,2/28/2017,1.37,137
51979,1.68,0,1.408327461,1/11/2021,-1,-100
47542,2.07,0,1.407960922,8/27/2018,-1,-100
57344,2.17,1,1.407236874,2/13/2023,1.17,117
54893,1.61,0,1.406896065,2/19/2022,-1,-100
55254,1.62,0,1.405493179,4/11/2022,-1,-100
47172,1.81,0,1.405234692,7/20/2018,-1,-100
49962,2.18,1,1.405024149,8/4/2019,1.18,118
50478,1.6,0,1.404575032,10/14/2019,-1,-100
54910,1.76,0,1.403836859,2/21/2022,-1,-100
49429,1.63,0,1.403449718,6/12/2019,-1,-100
43622,2.52,1,1.403193773,3/28/2017,1.52,152
48754,1.64,0,1.402993208,3/11/2019,-1,-100
53951,2.19,1,1.402267781,9/1/2021,1.19,119
55287,1.65,0,1.402100814,4/14/2022,-1,-100
44517,1.65,0,1.401783166,7/18/2017,-1,-100
53868,2.75,1,1.401578768,8/26/2021,1.75,175
48150,1.64,0,1.401407477,1/3/2019,-1,-100
52146,1.9,0,1.401169968,2/9/2021,-1,-100
53638,2.35,1,1.400529021,7/27/2021,1.35,135
44315,2.14,1,1.400368212,6/26/2017,1.14,114
51905,2.15,1,1.400194142,11/10/2020,1.15,115
53056,1.65,0,1.399993133,5/26/2021,-1,-100
55868,2.24,1,1.399434633,6/22/2022,1.24,124
47326,2.14,0,1.399292338,8/1/2018,-1,-100
49731,2.27,1,1.39907425,7/16/2019,1.27,127
44301,2.28,1,1.398964027,6/24/2017,1.28,128
48712,1.6,0,1.398525554,3/9/2019,-1,-100
51862,2.22,1,1.397452656,11/3/2020,1.22,122
47659,2.33,1,1.397232785,9/18/2018,1.33,133
42920,1.68,0,1.3970666,1/6/2017,-1,-100
44294,1.86,0,1.396758472,6/23/2017,-1,-100
54494,1.56,0,1.396376667,1/13/2022,-1,-100
53612,1.63,0,1.395711198,7/23/2021,-1,-100
54296,1.81,0,1.394999582,10/28/2021,-1,-100
57052,2.3,1,1.394981073,1/4/2023,1.3,130
49924,1.73,0,1.394742748,7/31/2019,-1,-100
44626,1.75,0,1.394464718,7/27/2017,-1,-100
50852,2.13,1,1.394313371,1/24/2020,1.13,113
52932,2.17,1,1.393927425,5/11/2021,1.17,117
48124,1.71,0,1.393830086,1/2/2019,-1,-100
50294,1.68,0,1.39375288,9/20/2019,-1,-100
46459,1.63,0,1.393729367,5/1/2018,-1,-100
53874,2.84,1,1.39356798,8/28/2021,1.84,184
43390,2.28,1,1.393514165,2/28/2017,1.28,128
54140,2.15,1,1.393409529,10/9/2021,1.15,115
48190,1.58,0,1.393155321,1/9/2019,-1,-100
53541,1.71,0,1.393006154,7/17/2021,-1,-100
53148,1.72,0,1.392820168,6/2/2021,-1,-100
49671,1.95,0,1.392020466,7/5/2019,-1,-100
48369,2.12,1,1.391771348,2/6/2019,1.12,112
45530,1.54,0,1.391442752,1/4/2018,-1,-100
54687,1.97,1,1.39108627,2/3/2022,0.97,97
48348,2.16,1,1.390951458,2/4/2019,1.16,116
47383,1.51,0,1.390240571,8/7/2018,-1,-100
49427,1.59,0,1.389936904,6/11/2019,-1,-100
47912,2.3,1,1.38970687,10/17/2018,1.3,130
52692,2.13,1,1.389629531,4/13/2021,1.13,113
49882,2.06,0,1.389565655,7/30/2019,-1,-100
55756,2.46,1,1.389364254,6/10/2022,1.46,146
52852,1.79,0,1.389148318,5/2/2021,-1,-100
50509,1.86,0,1.388576877,10/16/2019,-1,-100
47449,1.83,1,1.387833148,8/15/2018,0.83,83
54412,2.15,1,1.387631785,1/4/2022,1.15,115
45879,1.63,0,1.38747475,2/17/2018,-1,-100
50103,2.32,1,1.387082706,8/20/2019,1.32,132
47635,2.36,1,1.386916927,9/2/2018,1.36,136
44900,2.11,1,1.386843189,8/24/2017,1.11,111
43640,2.52,1,1.386658133,4/10/2017,1.52,152
53242,1.89,0,1.386610103,6/15/2021,-1,-100
53422,1.69,0,1.386462407,7/1/2021,-1,-100
54928,1.69,0,1.385853868,2/22/2022,-1,-100
50197,2.03,0,1.385757887,8/29/2019,-1,-100
51494,2.51,1,1.385256506,9/22/2020,1.51,151
53366,2.52,1,1.385256353,6/29/2021,1.52,152
49986,2.43,1,1.385230863,8/6/2019,1.43,143
47271,1.81,1,1.38489387,7/30/2018,0.81,81
48164,1.72,0,1.384654938,1/6/2019,-1,-100
51655,2.34,1,1.384456168,10/12/2020,1.34,134
47718,2.08,1,1.384232887,9/25/2018,1.08,108
