match,PSW,win0,confidence0,date,winner,,,correct prediction?,roi,net,,,,,,,,,,,,,,,,,,,,,,,,,
37131,1.58,1,0.986559727,8/27/2014,Marchenko I.,0.58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32547,1.26,1,0.986555818,1/4/2013,Gasquet R.,0.26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42983,1.43,1,0.986523336,1/14/2017,Sock J.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55523,1.2,1,0.986521493,5/12/2022,Auger-Aliassime F.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53333,1.2,1,0.986516414,6/25/2021,Medvedev D.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42658,1.24,1,0.986511708,10/18/2016,Lorenzi P.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52011,1.28,1,0.98650104,2/1/2021,Kwon S.W.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56688,1.1,1,0.986475746,10/3/2022,Tiafoe F.,0.1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45993,4.3,0,0.986466501,2/27/2018,Ebden M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39654,2.89,0,0.986440028,8/26/2015,Jaziri M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41836,1.04,1,0.986438551,7/1/2016,Federer R.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43779,1.24,1,0.986429278,4/25/2017,Carreno Busta P.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47864,1.06,1,0.98641289,10/11/2018,Djokovic N.,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35005,1.19,1,0.986410258,11/1/2013,Djokovic N.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44131,1.14,1,0.986403608,5/31/2017,Bautista Agut R.,0.14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42791,1.68,1,0.986398058,10/31/2016,Carreno Busta P.,0.68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33754,1.05,1,0.986391065,5/30/2013,Dimitrov G.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002,1.19,1,0.986384764,5/18/2012,Ferrer D.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33600,1.07,1,0.986379892,5/16/2013,Nadal R.,0.07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43800,1.05,1,0.986376071,4/27/2017,Nadal R.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56132,1.28,1,0.986374621,7/25/2022,Cecchinato M.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33938,1.37,1,0.986370654,6/24/2013,Benneteau J.,0.37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42949,1.54,1,0.986352128,1/10/2017,Muller G.,0.54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35920,1.15,1,0.986313911,4/21/2014,Bautista R.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34635,1.03,1,0.98630808,9/1/2013,Murray A.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56692,1.3,1,0.986303674,10/3/2022,Rublev A.,0.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43010,3.14,0,0.9862826,1/16/2017,Rublev A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52220,3.6,0,0.986282077,2/16/2021,Karatsev A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47635,1.06,1,0.986272754,9/2/2018,Djokovic N.,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40998,1.03,1,0.986238662,3/27/2016,Murray A.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34409,1.04,1,0.986231827,8/7/2013,Djokovic N.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57345,1.83,1,0.986204757,2/13/2023,Zapata Miralles B.,0.83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29872,1.91,1,0.986194662,1/4/2012,Giraldo S.,0.91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43492,1.05,1,0.986181146,3/12/2017,Nadal R.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54040,1.72,1,0.986175144,9/23/2021,Bublik A.,0.72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48210,1.69,1,0.986132826,1/11/2019,Norrie C.,0.69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52182,1.07,1,0.986123016,2/11/2021,De Minaur A.,0.07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44182,1.27,1,0.986114452,6/5/2017,Cilic M.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35201,1.03,1,0.986108431,1/14/2014,Murray A.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38241,1.13,1,0.986107376,3/14/2015,Murray A.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39334,1.19,1,0.986099303,7/24/2015,Ito T.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51858,2.72,0,0.986097539,11/3/2020,Paul T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54104,3.5,0,0.986088637,10/2/2021,Norrie C.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36067,1.12,1,0.986086893,5/6/2014,Ferrer D.,0.12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43503,16.52,0,0.986083984,3/12/2017,Pospisil V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44611,1.22,1,0.986078704,7/26/2017,Muller G.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48221,2.43,0,0.986035499,1/14/2019,Ebden M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54383,2.34,0,0.986032808,11/12/2021,Shapovalov D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54762,1.83,1,0.986017397,2/9/2022,Mannarino A.,0.83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50431,1.73,1,0.985987808,10/7/2019,Paire B.,0.73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45660,1.05,1,0.985931709,1/16/2018,Goffin D.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30080,1.02,1,0.985928935,1/23/2012,Murray A.,0.02,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57581,1.28,1,0.98592308,3/3/2023,De Minaur A.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48094,1.67,1,0.985920295,12/31/2018,Kecmanovic M.,0.67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43078,1.03,1,0.985918709,1/19/2017,Gasquet R.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30478,1.07,1,0.9859176,3/10/2012,Isner J.,0.07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31078,1.03,1,0.98590358,5/29/2012,Murray A.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43635,1.47,1,0.985902594,3/31/2017,Kyrgios N.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32039,1.34,1,0.985893023,9/24/2012,Wang J.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32327,1.05,1,0.985892817,10/18/2012,Tsonga J.W.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53700,1.52,1,0.985861119,8/4/2021,Nishikori K.,0.52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35905,1.16,1,0.985852727,4/16/2014,Raonic M.,0.16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53629,1.51,1,0.985819671,7/26/2021,Vesely J.,0.51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46065,1.38,1,0.985814756,3/4/2018,Fognini F.,0.38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54626,1.04,1,0.985804458,1/24/2022,Medvedev D.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44853,1.3,1,0.985797724,8/18/2017,Dimitrov G.,0.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50755,1.03,1,0.985764315,1/20/2020,Federer R.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57231,1.09,1,0.985750141,1/20/2023,Tsitsipas S.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36704,1.53,1,0.985749787,7/15/2014,Gonzalez A.,0.53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47616,1.04,1,0.985722208,8/30/2018,Zverev A.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56729,1.09,1,0.985696402,10/6/2022,Fritz T.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48522,2.04,0,0.985695564,2/19/2019,Garin C.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39071,1.2,1,0.985669245,6/21/2015,Baghdatis M.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41950,3.06,0,0.985667163,7/17/2016,Ramos-Vinolas A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53370,1.07,1,0.985663804,6/29/2021,Zverev A.,0.07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33940,1.11,1,0.985652045,6/24/2013,Stepanek R.,0.11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35638,1.42,1,0.985649648,3/7/2014,Bautista R.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45838,1.56,1,0.985640138,2/14/2018,Dzumhur D.,0.56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31228,6.77,0,0.985632658,6/15/2012,Kohlschreiber P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36942,1.09,1,0.985603292,8/6/2014,Ferrer D.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45527,1.34,1,0.98557304,1/4/2018,Harrison R.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49818,6.23,0,0.985550175,7/24/2019,King K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43596,1.09,1,0.98551835,3/25/2017,Wawrinka S.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40309,1.09,1,0.985508781,1/10/2016,Young D.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31965,1.06,1,0.98546421,9/3/2012,Federer R.,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42194,1.65,1,0.985454579,8/15/2016,Anderson K.,0.65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39205,1.04,1,0.98543589,7/2/2015,Simon G.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46344,1.04,1,0.985411148,4/18/2018,Nadal R.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52672,1.76,1,0.985406876,4/11/2021,Goffin D.,0.76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38174,1.06,1,0.985406084,2/25/2015,Nishikori K.,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50505,1.98,0,0.985400943,10/16/2019,Krajinovic F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40553,1.32,1,0.985397206,2/5/2016,Bautista R.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36532,1.18,1,0.985395307,6/24/2014,Lu Y.H.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57226,4.83,0,0.985390649,1/20/2023,Korda S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36525,1.65,1,0.985381006,6/24/2014,Rosol L.,0.65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52259,1.52,1,0.985372138,2/24/2021,Delbonis F.,0.52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54962,1.07,1,0.985366512,2/24/2022,Medvedev D.,0.07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44747,3.88,0,0.985340481,8/5/2017,Kokkinakis T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45638,1.07,1,0.9853238,1/16/2018,Gasquet R.,0.07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56474,13.41,0,0.985316062,8/30/2022,Galan D.E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48171,2.62,0,0.985286266,1/7/2019,Mayer L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51151,1.23,1,0.985245677,2/25/2020,Krajinovic F.,0.23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53145,1.04,1,0.985237562,6/2/2021,Ruud C.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32107,2.35,0,0.985229227,10/1/2012,Berlocq C.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37898,1.13,1,0.985217207,2/4/2015,Dodig I.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42588,5.47,0,0.985194193,10/9/2016,Wu D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44301,1.09,1,0.985190794,6/24/2017,Federer R.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48429,2.42,0,0.985190689,2/11/2019,Sonego L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53083,9.48,0,0.985183787,5/30/2021,Andujar P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44093,2.95,0,0.985164501,5/29/2017,Basilashvili N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54825,2.24,0,0.985155729,2/15/2022,Johnson S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41608,1.29,1,0.985127261,6/8/2016,Mahut N.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38531,1.08,1,0.985125025,4/21/2015,Nishikori K.,0.08,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54017,1.51,1,0.985120587,9/21/2021,Rune H.,0.51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47706,1.36,1,0.98509232,9/24/2018,Norrie C.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43376,1.72,1,0.985092181,2/28/2017,Escobedo E.,0.72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34700,1.12,1,0.985078583,9/20/2013,Tsonga J.W.,0.12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44127,1.05,1,0.985078052,5/31/2017,Raonic M.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56435,1.04,1,0.98507183,8/29/2022,Auger-Aliassime F.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39638,1.28,1,0.985051477,8/25/2015,Bellucci T.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38780,1.22,1,0.985036566,5/18/2015,Ramos-Vinolas A.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55036,1.06,1,0.985009714,3/12/2022,Medvedev D.,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39739,1.19,1,0.98494451,9/2/2015,Ferrer D.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53966,1.24,1,0.984908891,9/2/2021,Opelka R.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31889,1.14,1,0.984897473,8/28/2012,Berdych T.,0.14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42555,1.38,1,0.984895314,10/5/2016,Ferrer D.,0.38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49638,1.09,1,0.984888781,7/3/2019,Anderson K.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33076,1.05,1,0.984888339,3/2/2013,Ferrer D.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56231,1.18,1,0.984881601,8/3/2022,Fritz T.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35432,1.36,1,0.984873081,2/14/2014,Berdych T.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48308,3.1,0,0.984863494,1/17/2019,Sousa J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41967,1.5,1,0.984855723,7/19/2016,Mannarino A.,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31639,1.44,1,0.984835016,7/25/2012,Ebden M.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34664,1.21,1,0.984833407,9/17/2013,Fognini F.,0.21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33446,1.09,1,0.984826216,4/27/2013,Nadal R.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47803,10.89,0,0.98482541,10/4/2018,Jaziri M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42895,1.02,1,0.984823668,1/4/2017,Djokovic N.,0.02,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55194,2.59,0,0.984787017,4/5/2022,Coria F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57528,1.36,1,0.984782488,2/28/2023,Lajovic D.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51376,1.02,1,0.984779555,9/4/2020,Medvedev D.,0.02,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53424,1.05,1,0.98477532,7/1/2021,Berrettini M.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30769,1.04,1,0.984770449,4/24/2012,Murray A.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38586,2.67,0,0.984770228,4/27/2015,Coric B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41170,1.07,1,0.9847672,4/20/2016,Nadal R.,0.07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43363,1.09,1,0.984757256,2/27/2017,Federer R.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57472,1.08,1,0.984752885,2/22/2023,Medvedev D.,0.08,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43176,1.69,1,0.984711842,2/10/2017,Paire B.,0.69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34037,2.43,0,0.984705778,6/29/2013,Verdasco F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31834,1.29,1,0.984681658,8/21/2012,Querrey S.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52992,2.06,0,0.984676116,5/19/2021,Dimitrov G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43916,1.08,1,0.984668621,5/9/2017,Thiem D.,0.08,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31369,1.12,1,0.984668007,6/27/2012,Raonic M.,0.12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39147,1.83,1,0.984666642,6/30/2015,Haase R.,0.83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53885,1.05,1,0.984657535,8/30/2021,Ruud C.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34072,1.78,1,0.984651387,7/9/2013,Amritraj P.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35583,1.77,1,0.984646647,2/26/2014,Dolgopolov O.,0.77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36327,1.08,1,0.984603963,6/2/2014,Ferrer D.,0.08,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56337,1.42,1,0.984600927,8/15/2022,Mcdonald M.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52165,1.2,1,0.984584335,2/10/2021,Dimitrov G.,0.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41828,1.12,1,0.984580736,6/30/2016,Youzhny M.,0.12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56332,1.27,1,0.984567522,8/15/2022,Norrie C.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49075,8,0,0.98455946,4/30/2019,Kudla D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44444,1.06,1,0.984539413,7/6/2017,Raonic M.,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57355,1.17,1,0.984532825,2/14/2023,Tsitsipas S.,0.17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36099,1.06,1,0.984532138,5/10/2014,Nadal R.,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29941,1.13,1,0.984520697,1/11/2012,Gasquet R.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47969,2.13,0,0.984509864,10/23/2018,Querrey S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38555,1.22,1,0.984500346,4/23/2015,Gimeno-Traver D.,0.22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38385,1.05,1,0.984495342,3/31/2015,Djokovic N.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39315,1.06,1,0.984487568,7/23/2015,Monfils G.,0.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49323,1.12,1,0.984464025,5/28/2019,Monfils G.,0.12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48689,3.16,0,0.984424061,3/7/2019,Giron M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55957,1.15,1,0.984420767,6/29/2022,Otte O.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44825,3.31,0,0.984403268,8/15/2017,Dolgopolov O.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43938,1.18,1,0.98440268,5/10/2017,Kyrgios N.,0.18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35001,1.17,1,0.98440137,10/31/2013,Djokovic N.,0.17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30851,2.62,0,0.984387614,5/1/2012,Muller G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45807,1.3,1,0.984380903,2/12/2018,Delbonis F.,0.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47872,1.38,1,0.984376418,10/13/2018,Djokovic N.,0.38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52122,1.09,1,0.984356424,2/8/2021,Wawrinka S.,0.09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33156,2.4,0,0.98434517,3/12/2013,Haas T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49315,1.17,1,0.984343627,5/27/2019,De Minaur A.,0.17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45738,4.17,0,0.984340948,2/6/2018,Taberner C.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37716,1.78,1,0.984327312,1/14/2015,Mayer L.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50110,1.47,1,0.984323081,8/21/2019,Johnson S.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54355,1.08,1,0.984318064,11/5/2021,Medvedev D.,0.08,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108,1.79,1,0.984316711,1/31/2012,Melzer J.,0.79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33223,1.1,1,0.984299312,3/23/2013,Almagro N.,0.1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39531,1.24,1,0.984295112,8/11/2015,Bautista R.,0.24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46162,1.87,1,0.984290191,3/21/2018,Donaldson J.,0.87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52148,1.13,1,0.984277475,2/9/2021,Berankis R.,0.13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36958,1.35,1,0.984268627,8/7/2014,Murray A.,0.35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48427,1.67,1,0.984256411,2/11/2019,Seppi A.,0.67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46917,1.38,1,0.984245093,6/22/2018,Cilic M.,0.38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53135,4.73,0,0.984241552,6/2/2021,Johnson S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31717,2.97,0,0.984228941,8/7/2012,Pospisil V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36339,1.29,1,0.984216499,6/9/2014,Ward J.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41989,3.34,0,0.984215876,7/19/2016,Lamasine T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53046,3.08,0,0.984203985,5/26/2021,Nishioka Y.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52207,1.03,1,0.984184626,2/13/2021,Nadal R.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48448,1.45,1,0.984166689,2/12/2019,Bedene A.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42487,1.5,1,0.984154999,9/27/2016,Mannarino A.,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52179,1.04,1,0.984127882,2/10/2021,Thiem D.,0.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54911,1.64,1,0.984098068,2/21/2022,Seyboth Wild T.,0.64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44952,1.19,1,0.984096091,8/30/2017,Querrey S.,0.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57477,1.08,1,0.984095103,2/23/2023,Alcaraz C.,0.08,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32604,2.4,0,0.984076927,1/10/2013,Monfils G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43738,2.67,0,0.984032625,4/21/2017,Ramos-Vinolas A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403,1.03,1,0.984031004,2/29/2012,Murray A.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36915,3.01,0,0.98401669,8/3/2014,Pospisil V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36791,4.78,0,0.984015683,7/22/2014,Riba P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50490,1.3,1,0.984006158,10/15/2019,Rublev A.,0.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37342,3.67,0,0.984004942,10/5/2014,Kukushkin M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35609,1.05,1,0.984000769,2/27/2014,Djokovic N.,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50858,1.01,1,0.983998737,1/24/2020,Djokovic N.,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55574,1.15,1,0.983987589,5/19/2022,Rune H.,0.15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56423,2.55,0,0.983986522,8/25/2022,Mannarino A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875,1.03,1,0.983986231,5/26/2015,Gasquet R.,0.03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34688,2.55,0,0.983983732,9/18/2013,Bautista R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
