match,PSW,win0,confidence0,date,winner,,,correct prediction?,roi,net,,,,,,,,,,,,,,,,,,,,,,,,,
53054,1.83,0,1.207884311,5/26/2021,Lajovic D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41617,1.38,1,1.207856596,6/9/2016,Simon G.,0.38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40572,2.01,1,1.207826737,2/8/2016,Nishioka Y.,1.01,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32756,1.41,1,1.207808214,2/5/2013,Klizan M.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41971,1.61,1,1.207749656,7/19/2016,Carreno Busta P.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39920,2.62,0,1.20770509,10/6/2015,Bautista R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38856,1.4,1,1.207693326,5/25/2015,Simon G.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43593,1.34,1,1.20766476,3/25/2017,Querrey S.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51162,1.47,1,1.207601988,2/25/2020,Londero J.I.,0.47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42794,1.4,1,1.207595658,11/1/2016,Raonic M.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35925,2.2,1,1.207584621,4/21/2014,De Schepper K.,1.2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35654,2.33,0,1.207564054,3/8/2014,Vesely J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36732,1.56,1,1.20750017,7/16/2014,Pospisil V.,0.56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45998,1.81,1,1.20747377,2/27/2018,Herbert P.H.,0.81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50729,2.45,0,1.207472157,1/15/2020,Seppi A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43797,2.36,0,1.207463479,4/27/2017,Zeballos H.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35706,1.59,1,1.207453896,3/12/2014,Isner J.,0.59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56383,2.35,1,1.20742045,8/21/2022,Coric B.,1.35,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40851,1.61,1,1.207413551,3/11/2016,Marchenko I.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38006,1.57,1,1.207403076,2/12/2015,Simon G.,0.57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56805,2.16,0,1.2073137,10/17/2022,Draper J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32648,1.54,1,1.207306834,1/15/2013,Berankis R.,0.54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39816,1.93,0,1.207279361,9/23/2015,Brown D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33283,2.1,0,1.207275494,4/9/2013,Zemlja G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53004,1.62,1,1.207230379,5/20/2021,Andujar P.,0.62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54225,2.15,0,1.207156892,10/19/2021,Nakashima B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41963,1.64,1,1.207103178,7/18/2016,Ymer E.,0.64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31859,1.76,1,1.20708935,8/27/2012,Ramos A.,0.76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30952,2.18,0,1.207078197,5/13/2012,Troicki V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36587,1.79,0,1.206997687,6/30/2014,Lopez F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47880,2.76,0,1.206947616,10/15/2018,Lopez F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36457,1.59,1,1.206933167,6/18/2014,Roger-Vasselin E.,0.59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46415,1.39,1,1.20692601,4/25/2018,Andujar P.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41147,1.63,1,1.206899647,4/19/2016,Marchenko I.,0.63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30481,1.88,0,1.206886694,3/10/2012,Darcis S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45819,2.24,0,1.20686795,2/13/2018,Kohlschreiber P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42771,2.19,1,1.206786554,10/28/2016,Nishikori K.,1.19,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42299,1.68,1,1.206770182,8/29/2016,Pospisil V.,0.68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32271,2.3,1,1.206681217,10/15/2012,Muller G.,1.3,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46163,2.5,0,1.206657205,3/21/2018,Youzhny M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35296,1.46,1,1.206525363,2/4/2014,Lajovic D.,0.46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33049,1.76,1,1.206518388,2/28/2013,Haas T.,0.76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41426,1.67,1,1.206427682,5/17/2016,Mayer L.,0.67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46642,1.78,0,1.206411424,5/21/2018,Carballes Baena R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35405,2.43,0,1.206395443,2/12/2014,Kudla D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50477,2.34,1,1.206341944,10/14/2019,Rosol L.,1.34,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30663,1.44,1,1.206333639,4/12/2012,Ramos A.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42678,2.54,0,1.206318291,10/19/2016,Zopp J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42523,1.38,1,1.206246137,10/3/2016,Verdasco F.,0.38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54723,2.01,0,1.206241445,2/7/2022,Kecmanovic M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38539,1.85,0,1.206189862,4/22/2015,Rosol L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36470,2.07,1,1.206169751,6/20/2014,Bautista R.,1.07,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32396,1.37,1,1.206095216,10/25/2012,Anderson K.,0.37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55556,1.69,1,1.206088845,5/17/2022,Basilashvili N.,0.69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45620,1.37,1,1.206055939,1/15/2018,Harrison R.,0.37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40961,2.09,0,1.206025064,3/25/2016,Johnson S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48163,1.67,1,1.206018901,1/6/2019,Fritz T.,0.67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41659,1.4,1,1.20600239,6/15/2016,Gabashvili T.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56120,1.79,1,1.206001561,7/23/2022,Musetti L.,0.79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45409,1.41,1,1.205959182,10/31/2017,Thiem D.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50538,1.97,0,1.205921764,10/18/2019,Sugita Y.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43306,1.27,1,1.205855688,2/21/2017,Johnson S.,0.27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34605,1.4,1,1.205849743,8/29/2013,Kukushkin M.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45672,2.45,0,1.2058265,1/17/2018,Karlovic I.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42398,1.32,1,1.205815002,9/3/2016,Dimitrov G.,0.32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57450,1.71,1,1.205796865,2/21/2023,Griekspoor T.,0.71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52684,1.61,1,1.205790712,4/13/2021,Dimitrov G.,0.61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52927,1.95,0,1.205758526,5/11/2021,Nishikori K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37882,2.02,1,1.205694017,2/3/2015,Gonzalez A.,1.02,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38552,2.74,0,1.205614578,4/22/2015,Klizan M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38837,1.58,1,1.205613582,5/24/2015,Granollers M.,0.58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54977,3.81,0,1.205511324,2/24/2022,Giron M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40514,3.05,0,1.205454608,2/2/2016,Dzumhur D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46104,1.88,1,1.205417856,3/10/2018,De Minaur A.,0.88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33001,2.15,0,1.205367188,2/25/2013,Donskoy E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52058,1.85,0,1.205363342,2/3/2021,Caruso S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45345,1.83,0,1.205313009,10/23/2017,Shapovalov D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30753,1.41,1,1.205225551,4/23/2012,Raonic M.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36244,1.99,1,1.205166377,5/26/2014,Kamke T.,0.99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53164,1.83,1,1.205066391,6/3/2021,Kwon S.W.,0.83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47271,1.81,1,1.205062461,7/30/2018,Jaziri M.,0.81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42284,1.42,1,1.20505603,8/25/2016,Bautista Agut R.,0.42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43987,1.39,1,1.205055921,5/17/2017,Thiem D.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36196,2.64,0,1.205044921,5/21/2014,Mayer L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37997,1.76,0,1.205025533,2/12/2015,Fognini F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34052,2.15,0,1.205014104,7/3/2013,Del Potro J.M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40258,2.14,0,1.205012603,1/5/2016,Kukushkin M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39706,1.34,1,1.205000792,9/1/2015,Troicki V.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35580,1.46,1,1.20495362,2/26/2014,Simon G.,0.46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53040,1.45,1,1.204883075,5/25/2021,Bedene A.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42312,1.99,0,1.204836371,8/29/2016,Youzhny M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56667,1.94,1,1.204823086,9/30/2022,Safiullin R.,0.94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35048,1.37,1,1.204774334,12/31/2013,Granollers M.,0.37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44645,2.71,0,1.204759105,7/29/2017,Edmund K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56342,2.23,0,1.204756406,8/16/2022,Kecmanovic M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45051,2.02,1,1.204707534,9/20/2017,Sousa J.,1.02,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30339,2.1,1,1.204700732,2/25/2012,Del Potro J.M.,1.1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41384,1.5,1,1.204649244,5/12/2016,Nishikori K.,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29960,2.3,0,1.204634898,1/12/2012,Rochus O.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39838,1.34,1,1.204625938,9/25/2015,Raonic M.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34166,1.76,1,1.204564675,7/16/2013,Delbonis F.,0.76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42719,2.05,1,1.204523503,10/23/2016,Carreno Busta P.,1.05,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31479,1.83,0,1.204480112,7/11/2012,Garcia-Lopez G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55453,1.55,1,1.204374313,5/4/2022,Auger-Aliassime F.,0.55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36653,2.18,0,1.204315832,7/9/2014,Lajovic D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42875,3.1,0,1.204288104,1/3/2017,Dutra Silva R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38792,2.56,0,1.204249502,5/19/2015,Istomin D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40106,1.59,1,1.20424931,10/26/2015,Thiem D.,0.59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54012,1.5,1,1.204236682,9/21/2021,Millman J.,0.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34058,2.49,0,1.204202511,7/7/2013,Murray A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33908,1.69,1,1.204199686,6/19/2013,Seppi A.,0.69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41183,1.99,0,1.204164871,4/21/2016,Haase R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38224,1.69,1,1.204155582,3/13/2015,Haase R.,0.69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31317,1.67,1,1.204143818,6/25/2012,Bemelmans R.,0.67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54531,1.93,1,1.204040132,1/17/2022,Albot R.,0.93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46390,1.69,1,1.204006029,4/24/2018,Lopez F.,0.69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57220,1.85,1,1.203989155,1/19/2023,Shelton B.,0.85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44133,1.33,1,1.203989074,5/31/2017,Pouille L.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50891,2.44,0,1.203953779,2/3/2020,Cuevas P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43656,1.66,1,1.203900691,4/12/2017,Bellucci T.,0.66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36647,1.85,0,1.203862907,7/9/2014,Marti Y.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47146,2.69,0,1.203862211,7/18/2018,Pospisil V.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54013,1.9,1,1.20383458,9/21/2021,Gerasimov E.,0.9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40334,2.06,1,1.203822096,1/12/2016,Rosol L.,1.06,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57519,1.34,1,1.203778549,2/28/2023,Auger-Aliassime F.,0.34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37991,1.28,1,1.203768877,2/11/2015,Querrey S.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33902,1.88,1,1.203767727,6/19/2013,Fognini F.,0.88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50889,2.41,0,1.203767226,2/3/2020,Balazs A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38058,2.49,0,1.203751259,2/17/2015,Carreno-Busta P.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33389,1.87,1,1.203720372,4/22/2013,Lorenzi P.,0.87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51779,2.8,0,1.203593348,10/25/2020,Humbert U.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49386,1.33,1,1.203562557,6/1/2019,Zverev A.,0.33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55741,1.72,1,1.203435248,6/9/2022,Murray A.,0.72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34108,2.67,0,1.203406025,7/10/2013,Ramos A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56280,1.65,1,1.203390867,8/9/2022,De Minaur A.,0.65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34240,1.45,1,1.203366718,7/23/2013,Gimeno-Traver D.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52675,1.91,0,1.203366131,4/12/2021,Paul T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51984,2.13,0,1.203260698,1/11/2021,Korda S.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51201,1.39,1,1.203186507,2/27/2020,Dimitrov G.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48587,1.94,1,1.203173851,2/23/2019,Tsitsipas S.,0.94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36923,2.48,0,1.203120707,8/4/2014,Russell M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44341,1.75,1,1.203071818,6/29/2017,Gasquet R.,0.75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48961,1.49,1,1.203027226,4/17/2019,Zverev A.,0.49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43947,1.45,1,1.203024234,5/11/2017,Nadal R.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56076,1.71,0,1.203003399,7/19/2022,Gasquet R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46565,1.9,0,1.203003022,5/10/2018,Isner J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52599,1.44,1,1.202982441,3/29/2021,Bublik A.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52432,2.05,0,1.202931059,3/12/2021,Galan D.E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32585,2.08,0,1.202919384,1/9/2013,Lacko L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35442,1.35,1,1.202909658,2/15/2014,Cilic M.,0.35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34491,2.67,0,1.202843483,8/19/2013,Pella G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34485,1.87,0,1.202829906,8/18/2013,Haase R.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53275,2.03,1,1.202793152,6/18/2021,De Minaur A.,1.03,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37092,2.5,0,1.202786384,8/25/2014,Paire B.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42268,1.78,1,1.202743427,8/23/2016,Millman J.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31643,1.67,1,1.202718376,7/25/2012,Sijsling I.,0.67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31359,2.31,0,1.202714697,6/27/2012,Janowicz J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47059,3.05,0,1.202682838,7/5/2018,Gulbis E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53632,1.54,1,1.202576613,7/26/2021,Fratangelo B.,0.54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35097,1.43,1,1.202573604,1/3/2014,Chardy J.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35966,1.31,1,1.202523223,4/23/2014,Dimitrov G.,0.31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43282,1.56,1,1.202477201,2/20/2017,Nishioka Y.,0.56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35584,3.33,0,1.202430461,2/26/2014,Delbonis F.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55505,1.66,1,1.202401896,5/10/2022,Schwartzman D.,0.66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31885,1.93,1,1.202332482,8/28/2012,Klizan M.,0.93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45410,2.63,0,1.202312099,10/31/2017,Mahut N.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30294,1.4,1,1.202307212,2/22/2012,Llodra M.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31429,1.78,1,1.202297623,7/9/2012,Klizan M.,0.78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40980,1.73,1,1.202283846,3/26/2016,Cuevas P.,0.73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36691,2.02,1,1.202266108,7/14/2014,Kamke T.,1.02,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34326,2.14,0,1.202217168,7/30/2013,Garcia-Lopez G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44080,1.77,1,1.202215918,5/29/2017,Seppi A.,0.77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50017,2.56,0,1.202208665,8/10/2019,Monfils G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45396,1.39,1,1.202205451,10/28/2017,Tsonga J.W.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56976,2.71,0,1.20208216,11/2/2022,Paul T.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34264,1.75,0,1.20189395,7/25/2013,Blake J.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55953,1.74,1,1.201856971,6/29/2022,Paul T.,0.74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42396,1.28,1,1.20185245,9/3/2016,Thiem D.,0.28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43754,1.78,0,1.20179277,4/24/2017,Edmund K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51277,2.41,0,1.201742402,8/31/2020,Davidovich Fokina A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42651,1.57,1,1.201714656,10/18/2016,Almagro N.,0.57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43531,1.41,1,1.201712932,3/15/2017,Carreno Busta P.,0.41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49764,2.57,0,1.201699416,7/19/2019,Bublik A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34642,1.29,1,1.201695678,9/2/2013,Ferrer D.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34889,1.51,1,1.201653404,10/18/2013,Kukushkin M.,0.51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38250,2.04,0,1.201611787,3/14/2015,Golubev A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50559,1.44,1,1.201575063,10/21/2019,Schwartzman D.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46857,1.43,1,1.201517535,6/15/2018,Gasquet R.,0.43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57155,2.02,1,1.201508306,1/16/2023,Nishioka Y.,1.02,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203,1.72,1,1.201504145,2/15/2012,Harrison R.,0.72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44749,1.7,1,1.201501868,8/6/2017,Zverev A.,0.7,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33548,1.39,1,1.201501755,5/9/2013,Tsonga J.W.,0.39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51599,2.46,0,1.201484494,10/1/2020,Anderson K.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34701,1.72,1,1.201468336,9/20/2013,Mahut N.,0.72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52664,2.02,0,1.201438245,4/9/2021,Djere L.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36513,2.06,0,1.201424869,6/24/2014,Muller G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31254,1.72,1,1.201400004,6/18/2012,Fognini F.,0.72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36597,1.36,1,1.201397929,7/2/2014,Raonic M.,0.36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52995,2.83,0,1.201386723,5/20/2021,Nishioka Y.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40673,1.38,1,1.20136361,2/16/2016,Schwartzman D.,0.38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43489,1.4,1,1.201341546,3/11/2017,Young D.,0.4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32069,2.93,0,1.201272034,9/27/2012,Sijsling I.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53494,2.69,0,1.201260172,7/13/2021,Ruusuvuori E.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41736,1.79,0,1.201207892,6/23/2016,Muller G.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54084,1.81,1,1.201138459,9/30/2021,Duckworth J.,0.81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42089,1.6,1,1.201130486,7/25/2016,Anderson K.,0.6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50131,1.68,1,1.201101058,8/26/2019,Cuevas P.,0.68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47368,2.1,0,1.20110047,8/5/2018,De Minaur A.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47590,1.29,1,1.201065916,8/29/2018,Anderson K.,0.29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55166,1.89,0,1.201043211,3/28/2022,Kecmanovic M.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43509,1.45,1,1.20101138,3/13/2017,Wawrinka S.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44981,1.35,1,1.200992974,8/31/2017,Goffin D.,0.35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37835,1.53,1,1.200873148,1/22/2015,Johnson S.,0.53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44946,1.88,0,1.200841863,8/30/2017,Brown D.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29844,2.37,0,1.200818232,1/3/2012,Sugita Y.,-1,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47845,1.44,1,1.20081719,10/9/2018,Gasquet R.,0.44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45752,1.75,1,1.200788096,2/7/2018,Jarry N.,0.75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56742,1.45,1,1.20070333,10/7/2022,Kwon S.W.,0.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
