match,PSW,win0,confidence0,date,winner,,,correct pred?
29133,1.6,0,1.402064036,8/31/2019,Keys M.,-1,-100,
34373,2.03,1,1.40192344,6/18/2022,Jabeur O.,1.03,103,
29394,1.81,0,1.401806382,9/25/2019,Kalinskaya A.,-1,-100,
26129,1.8,0,1.401730212,7/2/2018,Giorgi C.,-1,-100,
27750,2.23,1,1.401597467,3/21/2019,Sasnovich A.,1.23,123,
27301,1.93,0,1.401273676,1/12/2019,Kvitova P.,-1,-100,
29965,1.61,0,1.400604108,2/18/2020,Sabalenka A.,-1,-100,
35122,1.85,0,1.399873334,9/7/2022,Sabalenka A.,-1,-100,
24134,2.02,1,1.399370907,8/30/2017,Gibbs N.,1.02,102,
33798,1.56,0,1.399023083,3/30/2022,Osaka N.,-1,-100,
23746,1.56,0,1.398703153,7/10/2017,Williams V.,-1,-100,
32754,2.23,1,1.398491065,9/19/2021,Paolini J.,1.23,123,
24135,1.53,0,1.397985603,8/30/2017,Kanepi K.,-1,-100,
24868,2.18,1,1.397811634,1/16/2018,Alexandrova E.,1.18,118,
22803,2.25,1,1.397457489,3/22/2017,Sasnovich A.,1.25,125,
35974,1.74,0,1.397444609,2/27/2023,Watson H.,-1,-100,
31089,1.76,0,1.397337305,3/1/2021,Rus A.,-1,-100,
29335,2.02,1,1.396955756,9/22/2019,Hercog P.,1.02,102,
24202,2.57,1,1.396875399,9/8/2017,Stephens S.,1.57,157,
31887,1.68,0,1.396041281,6/6/2021,Badosa P.,-1,-100,
32443,1.78,0,1.394848677,8/13/2021,Jabeur O.,-1,-100,
24357,1.57,0,1.39421652,9/24/2017,Puig M.,-1,-100,
31046,1.79,0,1.39418993,2/17/2021,Kasatkina D.,-1,-100,
34935,2.08,1,1.394076038,8/20/2022,Kvitova P.,1.08,108,
32260,2.02,1,1.393913293,7/14/2021,Sharma A.,1.02,102,
32332,1.81,0,1.393894333,7/20/2021,Parrizas Diaz N.,-1,-100,
23294,2.05,1,1.392665696,5/22/2017,Riske A.,1.05,105,
29702,2.14,1,1.392459804,1/10/2020,Pegula J.,1.14,114,
30224,1.68,0,1.392292675,8/15/2020,Gauff C.,-1,-100,
25918,1.8,0,1.391905881,6/4/2018,Kerber A.,-1,-100,
26804,2.27,1,1.39184174,9/20/2018,Pera B.,1.27,127,
24880,2.23,1,1.390894448,1/16/2018,Davis L.,1.23,123,
31072,1.71,0,1.390569795,2/24/2021,Teichmann J.,-1,-100,
22882,1.76,0,1.389406169,3/31/2017,Konta J.,-1,-100,
25812,2.07,1,1.389333644,5/27/2018,Cornet A.,1.07,107,
31987,2.08,1,1.388716009,6/18/2021,Bencic B.,1.08,108,
25281,1.85,0,1.388250937,3/21/2018,Riske A.,-1,-100,
30913,2.48,1,1.388111758,2/9/2021,Stosur S.,1.48,148,
33500,1.65,0,1.388105354,2/22/2022,Bouzkova M.,-1,-100,
31982,2.15,1,1.387692528,6/17/2021,Potapova A.,1.15,115,
24989,1.88,0,1.3874508,1/31/2018,Niculescu M.,-1,-100,
31888,2.17,1,1.387328897,6/6/2021,Zidansek T.,1.17,117,
23131,1.56,0,1.387242925,5/3/2017,Giorgi C.,-1,-100,
23195,2.19,1,1.386800579,5/9/2017,Begu I.,1.19,119,
28492,1.83,0,1.386226497,6/19/2019,Brady J.,-1,-100,
23468,2.24,1,1.386011629,6/12/2017,Tsurenko L.,1.24,124,
33899,2.11,1,1.385964777,4/19/2022,Bondar A.,1.11,111,
35607,2.15,1,1.38520918,1/12/2023,Kenin S.,1.15,115,
31546,1.63,0,1.384929398,4/23/2021,Sabalenka A.,-1,-100,
35791,1.82,0,1.384539233,2/3/2023,Tsurenko L.,-1,-100,
32493,1.81,0,1.383670787,8/19/2021,Pegula J.,-1,-100,
32744,2.06,1,1.383119802,9/17/2021,Riske A.,1.06,106,
22762,1.81,0,1.383009753,3/12/2017,Safarova L.,-1,-100,
25595,2.67,1,1.381760811,5/2/2018,Hsieh S.W.,1.67,167,
33708,1.61,0,1.38070568,3/20/2022,Swiatek I.,-1,-100,
26222,1.84,0,1.38070187,7/10/2018,Ostapenko J.,-1,-100,
26276,2.16,1,1.380663024,7/20/2018,Hercog P.,1.16,116,
23941,2.06,1,1.380446588,8/7/2017,Cibulkova D.,1.06,106,
35597,1.84,0,1.380373796,1/11/2023,Haddad Maia B.,-1,-100,
31219,1.68,0,1.380199988,3/11/2021,Krejcikova B.,-1,-100,
25239,1.78,0,1.379890308,3/12/2018,Wang Q.,-1,-100,
33640,1.83,0,1.379165161,3/11/2022,Samsonova L.,-1,-100,
35972,2.02,0,1.378642189,2/26/2023,Peterson R.,-1,-100,
24552,1.94,0,1.378388524,10/11/2017,Putintseva Y.,-1,-100,
35348,1.74,0,1.378303494,10/6/2022,Krejcikova B.,-1,-100,
29411,2.3,1,1.378164939,9/27/2019,Sabalenka A.,1.3,130,
26540,1.77,0,1.378009974,8/23/2018,Goerges J.,-1,-100,
22881,2.5,1,1.376806274,3/30/2017,Wozniacki C.,1.5,150,
28610,1.96,1,1.376466668,7/2/2019,Jorovic I.,0.96,96,
35368,2.01,0,1.375379933,10/10/2022,Vandeweghe C.,-1,-100,
24477,1.88,0,1.375225468,10/3/2017,Strycova B.,-1,-100,
22198,1.78,0,1.37522098,1/2/2017,Muhammad A.,-1,-100,
27274,2.26,1,1.37510743,1/9/2019,Minnen G.,1.26,126,
23820,1.63,0,1.374955998,7/24/2017,Xun F.Y.,-1,-100,
33703,1.75,0,1.374913687,3/17/2022,Sakkari M.,-1,-100,
28931,1.83,0,1.374833432,8/9/2019,Bouzkova M.,-1,-100,
25508,1.75,0,1.374402484,4/24/2018,Siegemund L.,-1,-100,
28059,2.2,1,1.374371722,4/30/2019,Brady J.,1.2,120,
31126,2.21,1,1.374233695,3/4/2021,Golubic V.,1.21,121,
25369,1.94,0,1.374021769,4/2/2018,Mchale C.,-1,-100,
35800,1.82,0,1.373703277,2/4/2023,Parks A.,-1,-100,
34503,1.75,0,1.373416832,6/28/2022,Liu C.,-1,-100,
33112,1.81,0,1.373226057,11/11/2021,Sakkari M.,-1,-100,
33528,1.61,0,1.372878135,2/23/2022,Sakkari M.,-1,-100,
28175,2.22,1,1.372436792,5/14/2019,Suarez Navarro C.,1.22,122,
23989,2.42,1,1.371695422,8/12/2017,Svitolina E.,1.42,142,
33276,1.64,0,1.371329732,1/15/2022,Badosa P.,-1,-100,
25335,1.88,1,1.370329022,3/25/2018,Barty A.,0.88,88,
24872,1.74,0,1.370182935,1/16/2018,Hsieh S.W.,-1,-100,
23578,2.36,1,1.370054288,6/24/2017,Sevastova A.,1.36,136,
27379,1.84,0,1.369870748,1/16/2019,Sasnovich A.,-1,-100,
32860,1.67,0,1.369821711,10/1/2021,Vondrousova M.,-1,-100,
24948,2.17,1,1.369808758,1/21/2018,Suarez Navarro C.,1.17,117,
22288,1.87,0,1.369574816,1/9/2017,Strycova B.,-1,-100,
29380,1.79,0,1.369531461,9/24/2019,Babos T.,-1,-100,
28771,2.08,1,1.36951549,7/22/2019,Marcinkevica D.,1.08,108,
22884,1.76,0,1.369084308,4/3/2017,Vekic D.,-1,-100,
27820,2.4,1,1.368377471,3/29/2019,Pliskova Ka.,1.4,140,
30083,2.37,1,1.367782237,3/2/2020,Bonaventure Y.,1.37,137,
29467,2.07,1,1.367661119,10/4/2019,Osaka N.,1.07,107,
22508,1.76,0,1.367639149,2/3/2017,Minella M.,-1,-100,
27924,1.66,0,1.366984018,4/9/2019,Voegele S.,-1,-100,
29287,2.06,1,1.366959649,9/18/2019,Ahn K.,1.06,106,
24002,1.85,1,1.366926133,8/14/2017,Gavrilova D.,0.85,85,
25546,1.77,0,1.366180695,4/27/2018,Kontaveit A.,-1,-100,
30865,2.17,1,1.365720834,2/6/2021,Li A.,1.17,117,
33182,1.66,0,1.365712557,1/6/2022,Kasatkina D.,-1,-100,
32411,1.84,1,1.365030825,8/10/2021,Vekic D.,0.84,84,
25538,1.87,1,1.364881545,4/26/2018,Rus A.,0.87,87,
26903,1.65,0,1.364872005,9/27/2018,Gasparyan M.,-1,-100,
22642,2.16,1,1.364715623,2/27/2017,Parmentier P.,1.16,116,
30445,2.34,1,1.364619201,9/14/2020,Strycova B.,1.34,134,
32587,2.08,1,1.364017303,8/30/2021,Halep S.,1.08,108,
26451,1.85,0,1.363821468,8/9/2018,Konta J.,-1,-100,
32027,2.1,1,1.363769168,6/22/2021,Kasatkina D.,1.1,110,
35882,1.92,1,1.363760204,2/16/2023,Sakkari M.,0.92,92,
22545,1.72,0,1.36317006,2/18/2017,Pliskova Ka.,-1,-100,
27134,1.74,0,1.362719882,10/27/2018,Stephens S.,-1,-100,
35846,2.14,0,1.362580786,2/9/2023,Samsonova L.,-1,-100,
22776,1.58,0,1.362501572,3/14/2017,Kuznetsova S.,-1,-100,
28901,2.48,1,1.362336173,8/6/2019,Maria T.,1.48,148,
25877,1.75,0,1.36232611,5/30/2018,Buzarnescu M.,-1,-100,
31214,2.08,1,1.361710346,3/11/2021,Mcnally C.,1.08,108,
24600,1.86,0,1.361664168,10/16/2017,Siniakova K.,-1,-100,
26926,2.42,1,1.361387265,9/30/2018,Zheng S.,1.42,142,
25930,1.75,0,1.361107276,6/11/2018,Lapko V.,-1,-100,
24483,2.27,1,1.36085465,10/4/2017,Halep S.,1.27,127,
34245,2.22,1,1.360464071,5/30/2022,Kudermetova V.,1.22,122,
23149,1.88,0,1.360244426,5/5/2017,Ostapenko J.,-1,-100,
22782,2.06,0,1.360186811,3/15/2017,Kuznetsova S.,-1,-100,
25276,1.74,0,1.359603357,3/21/2018,Osaka N.,-1,-100,
26801,1.73,0,1.358947926,9/20/2018,Minella M.,-1,-100,
22665,1.74,0,1.358359466,3/1/2017,Goerges J.,-1,-100,
28894,1.68,0,1.358348269,8/5/2019,Brady J.,-1,-100,
27831,2.17,1,1.358086916,4/1/2019,Rybarikova M.,1.17,117,
23902,1.94,1,1.357915879,8/1/2017,Cepede Royg V.,0.94,94,
34355,1.74,0,1.35730348,6/15/2022,Sasnovich A.,-1,-100,
23011,2.17,1,1.356611145,4/12/2017,Mertens E.,1.17,117,
23532,2.31,1,1.356356119,6/20/2017,Rogers S.,1.31,131,
25883,1.72,0,1.355922388,5/31/2018,Begu I.,-1,-100,
28339,1.95,1,1.354790091,5/29/2019,Martic P.,0.95,95,
30223,2.22,1,1.354762838,8/15/2020,Teichmann J.,1.22,122,
24636,1.78,0,1.353906037,10/18/2017,Broady N.,-1,-100,
29806,1.75,0,1.353467059,1/21/2020,Cornet A.,-1,-100,
32448,1.81,0,1.352960176,8/14/2021,Giorgi C.,-1,-100,
31432,2.04,1,1.352936007,4/7/2021,Tomljanovic A.,1.04,104,
30339,1.65,0,1.352531393,9/2/2020,Swiatek I.,-1,-100,
28627,1.78,0,1.352499174,7/2/2019,Dart H.,-1,-100,
35445,1.65,0,1.352482333,10/18/2022,Stephens S.,-1,-100,
35867,1.85,0,1.352176741,2/14/2023,Haddad Maia B.,-1,-100,
29270,2.03,0,1.351872238,9/17/2019,Hon P.,-1,-100,
22658,2.31,1,1.35180579,3/1/2017,Zhang K.L.,1.31,131,
35167,2.12,1,1.351796912,9/15/2022,Podoroska N.,1.12,112,
23220,2.17,1,1.351624776,5/15/2017,Jankovic J.,1.17,117,
31607,1.92,0,1.351404477,5/3/2021,Barty A.,-1,-100,
30347,1.65,0,1.351369908,9/2/2020,Alexandrova E.,-1,-100,
22722,2.69,1,1.351323691,3/10/2017,Bertens K.,1.69,169,
23073,1.92,0,1.351073469,4/27/2017,Mertens E.,-1,-100,
28789,2.04,0,1.350715473,7/23/2019,Paquet C.,-1,-100,
32088,1.83,0,1.350426949,6/29/2021,Brengle M.,-1,-100,
26965,2.19,1,1.350220892,10/5/2018,Sevastova A.,1.19,119,
24556,2,1,1.350202584,10/11/2017,Cirstea S.,1,100,
23465,2.5,1,1.349682414,6/12/2017,Fett J.,1.5,150,
33789,1.79,0,1.348935692,3/28/2022,Collins D.,-1,-100,
26824,1.75,0,1.348663989,9/23/2018,Kasatkina D.,-1,-100,
23798,1.62,0,1.347587414,7/20/2017,Lottner A.,-1,-100,
35412,1.94,0,1.347563378,10/14/2022,Wang Xiy.,-1,-100,
25313,1.73,0,1.346751919,3/23/2018,Gavrilova D.,-1,-100,
32274,2.37,1,1.346619102,7/15/2021,Bronzetti L.,1.37,137,
35489,2.21,1,1.345978817,11/5/2022,Sakkari M.,1.21,121,
23196,1.93,1,1.345928141,5/9/2017,Cirstea S.,0.93,93,
33497,2.5,1,1.345426794,2/21/2022,Linette M.,1.5,150,
27816,2.19,1,1.345099427,3/27/2019,Barty A.,1.19,119,
33936,1.85,0,1.344940611,4/22/2022,Badosa P.,-1,-100,
22446,2.25,1,1.344701104,1/22/2017,Pavlyuchenkova A.,1.25,125,
22594,2.19,1,1.344700025,2/21/2017,Sasnovich A.,1.19,119,
24980,2.08,1,1.344634324,1/30/2018,Parmentier P.,1.08,108,
35716,1.65,0,1.34449476,1/20/2023,Rybakina E.,-1,-100,
24817,1.66,0,1.343990654,1/10/2018,Niculescu M.,-1,-100,
26897,1.64,0,1.34367239,9/27/2018,Barty A.,-1,-100,
32157,1.87,0,1.343545301,7/2/2021,Keys M.,-1,-100,
23164,1.74,0,1.343368297,5/7/2017,Siniakova K.,-1,-100,
27427,1.79,0,1.343038487,1/24/2019,Osaka N.,-1,-100,
22770,2.52,1,1.342912013,3/13/2017,Williams V.,1.52,152,
35001,1.71,0,1.342821856,8/29/2022,Wang Xiy.,-1,-100,
31804,2.01,0,1.342787283,5/31/2021,Hercog P.,-1,-100,
28015,1.78,0,1.342087202,4/26/2019,Osaka N.,-1,-100,
25232,1.71,0,1.342040689,3/12/2018,Collins D.,-1,-100,
22717,2.03,0,1.341914574,3/9/2017,Pliskova Kr.,-1,-100,
36018,1.83,0,1.341380685,3/2/2023,Dolehide C.,-1,-100,
23138,2.19,1,1.341337122,5/4/2017,Pliskova Kr.,1.19,119,
28148,1.79,0,1.34096123,5/9/2019,Stephens S.,-1,-100,
31015,2.09,0,1.340789121,2/14/2021,Zhu L.,-1,-100,
30924,2.09,1,1.340430472,2/9/2021,Hibino N.,1.09,109,
35943,1.76,0,1.340174146,2/22/2023,Peterson R.,-1,-100,
27429,2.03,0,1.340069784,1/26/2019,Osaka N.,-1,-100,
31811,2.32,1,1.339729609,6/1/2021,Mladenovic K.,1.32,132,
29803,2.08,1,1.339691417,1/21/2020,Rodionova Ar.,1.08,108,
31894,2.24,1,1.339527111,6/7/2021,Cabrera L.,1.24,124,
33116,1.78,0,1.339499944,11/13/2021,Muguruza G.,-1,-100,
35382,1.66,0,1.339240312,10/11/2022,Potapova A.,-1,-100,
32373,1.85,0,1.339184036,8/3/2021,Riske A.,-1,-100,
30440,2.11,1,1.339083469,9/13/2020,Tig P.M.,1.11,111,
27265,1.85,0,1.33867778,1/8/2019,Hives Z.,-1,-100,
33418,2.18,1,1.338508631,2/8/2022,Martic P.,1.18,118,
31043,1.72,0,1.33825655,2/16/2021,Kasatkina D.,-1,-100,
25983,2.26,1,1.338103757,6/15/2018,Flipkens K.,1.26,126,
32674,1.73,0,1.338055271,9/4/2021,Bencic B.,-1,-100,
23453,2.36,1,1.337915158,6/6/2017,Ostapenko J.,1.36,136,
34954,1.81,0,1.337671788,8/22/2022,Zhang S.,-1,-100,
22496,1.92,0,1.337480415,2/1/2017,Putintseva Y.,-1,-100,
34610,1.85,0,1.337168008,7/12/2022,Andreeva E.,-1,-100,
32433,1.81,0,1.336740707,8/12/2021,Azarenka V.,-1,-100,
23061,2.05,0,1.336013389,4/26/2017,Cadantu A.,-1,-100,
23874,1.93,0,1.33556414,7/28/2017,Han X.,-1,-100,
28545,1.73,0,1.335367391,6/25/2019,Ostapenko J.,-1,-100,
31881,2.18,1,1.335123947,6/6/2021,Dodin O.,1.18,118,
34889,1.94,0,1.335117678,8/15/2022,Kvitova P.,-1,-100,
28226,1.88,0,1.335114786,5/21/2019,Paar L.I.,-1,-100,
32214,2.12,1,1.334932218,7/11/2021,Ruse E.G.,1.12,112,
32751,2.33,1,1.33491317,9/18/2021,Tauson C.,1.33,133,
24965,1.68,1,1.334617238,1/29/2018,Diyas Z.,0.68,68,
24356,1.84,0,1.334456532,9/24/2017,Makarova E.,-1,-100,
24044,1.63,0,1.334243343,8/18/2017,Stephens S.,-1,-100,
24635,2.09,1,1.334107453,10/18/2017,Bertens K.,1.09,109,
26699,2.22,1,1.33406522,9/11/2018,Minella M.,1.22,122,
23560,1.74,0,1.333929318,6/21/2017,Barty A.,-1,-100,
34722,1.65,0,1.333727502,7/26/2022,Bogdan A.,-1,-100,
28305,1.99,1,1.333347736,5/27/2019,Davis L.,0.99,99,
31059,1.74,0,1.333163107,2/22/2021,Rogers S.,-1,-100,
23584,1.71,0,1.332484062,6/25/2017,Mertens E.,-1,-100,
35600,2.15,0,1.331719203,1/11/2023,Kasatkina D.,-1,-100,
24794,1.99,0,1.331608806,1/8/2018,Flipkens K.,-1,-100,
24569,2.29,1,1.33127034,10/12/2017,Sorribes Tormo S.,1.29,129,
27342,1.71,0,1.329987589,1/15/2019,Gasparyan M.,-1,-100,
28560,1.91,0,1.329971165,6/25/2019,Mertens E.,-1,-100,
28168,1.74,0,1.329903419,5/14/2019,Azarenka V.,-1,-100,
35832,1.9,0,1.329428429,2/8/2023,Kalinina A.,-1,-100,
33612,2.11,1,1.32935366,3/6/2022,Zhang S.,1.11,111,
31521,1.62,0,1.329115228,4/21/2021,Kvitova P.,-1,-100,
30132,1.73,0,1.328966902,3/7/2020,Kenin S.,-1,-100,
23946,2.17,1,1.328585928,8/7/2017,Strycova B.,1.17,117,
27291,1.88,0,1.328000626,1/10/2019,Schmiedlova A.,-1,-100,
26119,2.5,1,1.327466164,7/2/2018,Wickmayer Y.,1.5,150,
29524,2.17,1,1.327218524,10/11/2019,Ostapenko J.,1.17,117,
35413,2.19,1,1.327143048,10/14/2022,Blinkova A.,1.19,119,
32293,1.65,0,1.326937437,7/16/2021,Garcia C.,-1,-100,
31338,1.62,0,1.326744188,3/26/2021,Samsonova L.,-1,-100,
33524,2.4,1,1.326716185,2/23/2022,Ostapenko J.,1.4,140,
29619,1.69,0,1.326716026,11/1/2019,Svitolina E.,-1,-100,
31392,1.75,0,1.326691424,4/5/2021,Parrizas Diaz N.,-1,-100,
27842,1.8,1,1.326632059,4/2/2019,Jorovic I.,0.8,80,
31207,2.5,1,1.326567978,3/10/2021,Teichmann J.,1.5,150,
27135,1.65,0,1.326353269,10/27/2018,Svitolina E.,-1,-100,
23284,2.16,1,1.326350673,5/22/2017,Peng S.,1.16,116,
25828,1.81,0,1.325762311,5/28/2018,Pera B.,-1,-100,
27282,1.74,0,1.325575044,1/9/2019,Barty A.,-1,-100,
33479,1.63,0,1.325366135,2/21/2022,Wang Q.,-1,-100,
31490,1.95,0,1.32523668,4/16/2021,Fruhvirtova L.,-1,-100,
23583,2.25,1,1.325154135,6/25/2017,Niculescu M.,1.25,125,
24683,1.91,0,1.325074041,12/31/2017,Krunic A.,-1,-100,
33421,2.28,1,1.325069673,2/8/2022,Martincova T.,1.28,128,
32063,2.12,1,1.325011697,6/28/2021,Begu I.,1.12,112,
33821,1.71,0,1.324998278,4/4/2022,Bjorklund M.,-1,-100,
28735,1.74,0,1.324868417,7/17/2019,Vikhlyantseva N.,-1,-100,
25094,2.13,0,1.324673667,2/20/2018,Larsson J.,-1,-100,
25093,1.69,0,1.324597356,2/20/2018,Sasnovich A.,-1,-100,
30492,1.85,0,1.324246394,9/19/2020,Pliskova Ka.,-1,-100,
30171,1.83,0,1.324169959,8/10/2020,Linette M.,-1,-100,
29618,1.89,0,1.323803791,10/31/2019,Bencic B.,-1,-100,
25585,1.72,0,1.323629545,5/1/2018,Buzarnescu M.,-1,-100,
22876,2.42,1,1.323582717,3/28/2017,Williams V.,1.42,142,
25747,1.83,1,1.323488719,5/20/2018,Mchale C.,0.83,83,
23417,1.85,1,1.323179778,6/1/2017,Witthoeft C.,0.85,85,
29408,1.64,0,1.323126522,9/26/2019,Cirstea S.,-1,-100,
34813,1.73,0,1.322819328,8/5/2022,Kanepi K.,-1,-100,
29616,2.36,1,1.322779322,10/30/2019,Pliskova Ka.,1.36,136,
27618,1.83,1,1.322719732,2/27/2019,Mchale C.,0.83,83,
30210,2.12,1,1.322094541,8/13/2020,Bellis C.,1.12,112,
31447,2.1,1,1.321975576,4/8/2021,Stephens S.,1.1,110,
25609,1.71,0,1.321956751,5/3/2018,Tomljanovic A.,-1,-100,
32885,1.85,0,1.321868862,10/7/2021,Hsieh S.W.,-1,-100,
23406,1.78,0,1.321768087,5/31/2017,Putintseva Y.,-1,-100,
25547,2.16,1,1.321743658,4/27/2018,Pliskova Ka.,1.16,116,
32166,1.71,0,1.321644677,7/3/2021,Muchova K.,-1,-100,
31217,1.77,0,1.321600898,3/11/2021,Muguruza G.,-1,-100,
25347,1.7,0,1.321404636,3/28/2018,Azarenka V.,-1,-100,
35435,1.76,0,1.321196162,10/18/2022,Andreescu B.,-1,-100,
32950,1.98,0,1.321186721,10/12/2021,Badosa P.,-1,-100,
32727,1.84,0,1.321148423,9/15/2021,Bouzkova M.,-1,-100,
31612,1.74,0,1.321078673,5/5/2021,Badosa P.,-1,-100,
34408,1.99,0,1.321027065,6/20/2022,Dart H.,-1,-100,
24001,1.97,0,1.320689535,8/14/2017,Haddad Maia B.,-1,-100,
26312,1.86,0,1.320429756,7/24/2018,Danilovic O.,-1,-100,
24283,2.07,1,1.320356209,9/18/2017,Krunic A.,1.07,107,
27086,2.08,0,1.319940727,10/16/2018,Petkovic A.,-1,-100,
34878,1.86,1,1.319676481,8/13/2022,Haddad Maia B.,0.86,86,
31897,1.83,0,1.319261478,6/7/2021,Dolehide C.,-1,-100,
28065,2.03,1,1.319189018,5/1/2019,Peterson R.,1.03,103,
29367,1.98,1,1.319168153,9/24/2019,Rybakina E.,0.98,98,
28397,1.85,0,1.319005157,6/10/2019,Kudermetova V.,-1,-100,
24226,1.74,0,1.318939445,9/12/2017,Kenin S.,-1,-100,
26277,2.2,1,1.318653657,7/20/2018,Cornet A.,1.2,120,
33541,1.64,0,1.318570991,2/25/2022,Osorio M.,-1,-100,
35916,2.15,1,1.318103125,2/21/2023,Wang Xiy.,1.15,115,
34947,1.88,1,1.317989769,8/22/2022,Parrizas Diaz N.,0.88,88,
24765,2.15,1,1.317266236,1/5/2018,Svitolina E.,1.15,115,
30556,2.29,1,1.317107435,9/28/2020,Fernandez L.A.,1.29,129,
25399,1.53,0,1.316895122,4/4/2018,Errani S.,-1,-100,
34054,1.77,0,1.316482355,5/12/2022,Anisimova A.,-1,-100,
32931,1.88,1,1.316141057,10/10/2021,Ostapenko J.,0.88,88,
31437,1.92,1,1.315951571,4/7/2021,Errani S.,0.92,92,
34007,2.47,1,1.315921124,5/4/2022,Alexandrova E.,1.47,147,
34416,1.98,0,1.315810686,6/21/2022,Kvitova P.,-1,-100,
36010,1.96,1,1.31569016,3/1/2023,Gracheva V.,0.96,96,
35347,2.13,1,1.315638512,10/6/2022,Alexandrova E.,1.13,113,
22944,2.31,1,1.315383258,4/6/2017,Watson H.,1.31,131,
23212,2.01,1,1.315055611,5/12/2017,Mladenovic K.,1.01,101,
31861,1.67,0,1.31482589,6/4/2021,Williams S.,-1,-100,
33293,2.17,1,1.314631685,1/17/2022,Brengle M.,1.17,117,
22357,2.11,1,1.314343607,1/16/2017,Begu I.,1.11,111,
24360,1.76,0,1.313997041,9/24/2017,Sakkari M.,-1,-100,
23771,2.15,1,1.313932446,7/18/2017,Sorribes Tormo S.,1.15,115,
32566,1.85,1,1.313027727,8/27/2021,Kontaveit A.,0.85,85,
24122,2.08,1,1.312601515,8/30/2017,Ozaki R.,1.08,108,
22988,2.19,1,1.312508203,4/11/2017,Schiavone F.,1.19,119,
23563,1.82,0,1.312317729,6/22/2017,Konjuh A.,-1,-100,
23356,2.23,1,1.312282238,5/29/2017,Vesnina E.,1.23,123,
29692,1.69,0,1.311644748,1/9/2020,Bertens K.,-1,-100,
30792,1.73,0,1.31150508,2/1/2021,Aiava D.,-1,-100,
27069,1.96,1,1.311400313,10/15/2018,Blinkova A.,0.96,96,
35246,1.81,0,1.311388713,9/25/2022,Alexandrova E.,-1,-100,
22759,1.86,0,1.311070414,3/12/2017,Vesnina E.,-1,-100,
25383,2.01,0,1.310034357,4/3/2018,Townsend T.,-1,-100,
32345,1.93,1,1.309868326,7/21/2021,Ruse E.G.,0.93,93,
32184,1.68,0,1.309787851,7/6/2021,Kerber A.,-1,-100,
29778,1.69,0,1.309778244,1/20/2020,Gauff C.,-1,-100,
31229,1.75,0,1.309755647,3/15/2021,Davis L.,-1,-100,
26085,1.82,0,1.309253072,6/27/2018,Ostapenko J.,-1,-100,
30035,2.13,1,1.309200207,2/25/2020,Zidansek T.,1.13,113,
23029,2.23,0,1.308864757,4/15/2017,Vondrousova M.,-1,-100,
35856,1.97,1,1.308809288,2/11/2023,Samsonova L.,0.97,97,
23463,1.93,0,1.308674374,6/12/2017,Wickmayer Y.,-1,-100,
34831,2.02,1,1.308555371,8/8/2022,Pliskova Ka.,1.02,102,
28834,1.61,0,1.308324102,7/30/2019,Kalinskaya A.,-1,-100,
31915,1.83,0,1.30827251,6/9/2021,Davis L.,-1,-100,
32331,2.51,1,1.307623185,7/20/2021,Kawa K.,1.51,151,
30206,2.19,1,1.307622179,8/13/2020,Bouchard E.,1.19,119,
29555,1.71,0,1.307318918,10/15/2019,Lottner A.,-1,-100,
22606,2.01,0,1.307275242,2/22/2017,Sasnovich A.,-1,-100,
22551,2.03,0,1.306954703,2/19/2017,Sevastova A.,-1,-100,
22430,2.42,1,1.306742174,1/20/2017,Barthel M.,1.42,142,
29348,1.92,1,1.306516819,9/23/2019,Wang Yaf.,0.92,92,
25648,2.47,1,1.306439557,5/6/2018,Stosur S.,1.47,147,
29954,1.69,0,1.306400362,2/15/2020,Rybakina E.,-1,-100,
24748,1.69,0,1.306241999,1/3/2018,Kanepi K.,-1,-100,
34342,1.94,0,1.306051933,6/14/2022,Kalinskaya A.,-1,-100,
28021,1.75,0,1.305930509,4/26/2019,Martic P.,-1,-100,
24061,2.09,0,1.30577795,8/22/2017,Linette M.,-1,-100,
35784,2.44,0,1.305760491,2/2/2023,Zanevska M.,-1,-100,
32852,2.14,1,1.305395247,9/30/2021,Jabeur O.,1.14,114,
22331,1.99,1,1.305259408,1/13/2017,Niculescu M.,0.99,99,
25576,2,1,1.30520817,5/1/2018,Krunic A.,1,100,
27223,1.79,0,1.305177719,1/3/2019,Anisimova A.,-1,-100,
22847,1.6,0,1.305150252,3/25/2017,Strycova B.,-1,-100,
22319,2.55,1,1.304800015,1/11/2017,Strycova B.,1.55,155,
22766,1.77,0,1.304363036,3/13/2017,Davis L.,-1,-100,
23287,1.99,0,1.304292505,5/22/2017,Giorgi C.,-1,-100,
24700,1.76,0,1.304046308,1/1/2018,Sasnovich A.,-1,-100,
33295,2.09,1,1.304023712,1/17/2022,Bronzetti L.,1.09,109,
35632,1.99,1,1.303924498,1/16/2023,Bucsa C.,0.99,99,
25377,2.06,0,1.303888797,4/3/2018,Blinkova A.,-1,-100,
32403,2.26,1,1.303468999,8/9/2021,Siniakova K.,1.26,126,
27815,1.97,1,1.303071133,3/26/2019,Kontaveit A.,0.97,97,
35336,1.7,1,1.302738164,10/5/2022,Kvitova P.,0.7,70,
32110,1.88,0,1.302366719,6/30/2021,Golubic V.,-1,-100,
28830,2.13,0,1.302366121,7/29/2019,Hibi M.,-1,-100,
24222,1.96,0,1.302256353,9/12/2017,Vickery S.,-1,-100,
25786,1.7,0,1.302250605,5/24/2018,Buzarnescu M.,-1,-100,
