match,PSW,win0,confidence0,date,,
57052,2.3,1,1.371786929,1/4/2023,1.3,130
44090,1.75,0,1.371708002,5/29/2017,-1,-100
55582,1.63,0,1.37092548,5/20/2022,-1,-100
49210,2.43,1,1.370147101,5/16/2019,1.43,143
49645,2.01,1,1.3697086,7/3/2019,1.01,101
50347,1.57,0,1.369242206,9/27/2019,-1,-100
50682,1.83,0,1.369109291,1/7/2020,-1,-100
48623,2.15,1,1.368597449,2/26/2019,1.15,115
43205,2.52,1,1.368516075,2/14/2017,1.52,152
51522,1.71,0,1.368241403,9/27/2020,-1,-100
54114,2.33,1,1.368115833,10/7/2021,1.33,133
52882,2.18,1,1.367985121,5/4/2021,1.18,118
51986,2.03,0,1.367625343,1/12/2021,-1,-100
51094,1.68,0,1.366567198,2/19/2020,-1,-100
55951,1.68,0,1.366350023,6/29/2022,-1,-100
51364,1.93,1,1.365988757,9/3/2020,0.93,93
56896,1.65,0,1.365979279,10/25/2022,-1,-100
43200,1.95,0,1.365300061,2/14/2017,-1,-100
54886,2.11,1,1.364957592,2/18/2022,1.11,111
51251,1.61,0,1.364892915,8/24/2020,-1,-100
50575,2.3,1,1.364402922,10/23/2019,1.3,130
48754,1.64,0,1.363993938,3/11/2019,-1,-100
48371,1.59,0,1.363013095,2/6/2019,-1,-100
45571,2.19,1,1.362423792,1/10/2018,1.19,119
47480,2.14,0,1.361853675,8/19/2018,-1,-100
55376,1.81,0,1.361815882,4/25/2022,-1,-100
