match,PSW,win0,confidence0,date,winner,,,correct pred?,
44647,1.35,1,0.896618006,7/30/2017,Fognini F.,0.35,17.5,,
43612,1.16,1,0.896608352,3/26/2017,Del Potro J.M.,0.16,8,,
44448,1.01,1,0.896593439,7/6/2017,Djokovic N.,0.01,0.5,,
53240,1.56,1,0.896579916,6/15/2021,Evans D.,0.56,28,,
51129,1.41,1,0.896550396,2/23/2020,Tsitsipas S.,0.41,20.5,,
46884,3.34,0,0.896520983,6/19/2018,Benneteau J.,-1,-50,,
55030,1.13,1,0.896483237,3/12/2022,Nadal R.,0.13,6.5,,
53052,1.27,1,0.896480754,5/26/2021,Struff J.L.,0.27,13.5,,
45648,1.02,1,0.896473953,1/16/2018,Zverev A.,0.02,1,,
54172,1.37,1,0.896426918,10/11/2021,Ruud C.,0.37,18.5,,
49548,1.34,1,0.896416271,6/26/2019,Querrey S.,0.34,17,,
50751,1.46,1,0.896399741,1/17/2020,Rublev A.,0.46,23,,
51680,1.23,1,0.896381393,10/14/2020,Opelka R.,0.23,11.5,,
47946,1.55,1,0.896373762,10/19/2018,Monfils G.,0.55,27.5,,
55633,1.59,1,0.896367771,5/24/2022,Tiafoe F.,0.59,29.5,,
50658,5.61,0,0.89636651,11/2/2019,Shapovalov D.,-1,-50,,
47960,1.58,1,0.896350892,10/22/2018,Fucsovics M.,0.58,29,,
49463,1.52,1,0.89635,6/17/2019,Simon G.,0.52,26,,
57264,1.25,1,0.896264719,1/23/2023,Djokovic N.,0.25,12.5,,
44616,2.6,0,0.896240091,7/27/2017,Delbonis F.,-1,-50,,
48657,1.17,1,0.896205533,2/28/2019,Federer R.,0.17,8.5,,
57445,1.31,1,0.896023681,2/20/2023,Wawrinka S.,0.31,15.5,,
49220,1.05,1,0.896006951,5/17/2019,Nadal R.,0.05,2.5,,
47015,1.25,1,0.896003331,7/3/2018,Khachanov K.,0.25,12.5,,
47515,1.5,1,0.895992771,8/23/2018,Carreno Busta P.,0.5,25,,
53370,2.52,0,0.895877752,6/29/2021,Korda S.,-1,-50,,
51881,1.35,1,0.895860215,11/5/2020,Carreno Busta P.,0.35,17.5,,
47620,1.09,1,0.895807416,8/31/2018,Nadal R.,0.09,4.5,,
45935,1.26,1,0.8958026,2/21/2018,Dzumhur D.,0.26,13,,
45230,1.81,1,0.895742892,10/10/2017,Dolgopolov O.,0.81,40.5,,
57424,6.61,0,0.895716299,2/17/2023,Albot R.,-1,-50,,
57346,1.26,1,0.895706028,2/11/2023,Fritz T.,0.26,13,,
46409,1.33,1,0.895645168,4/25/2018,Dimitrov G.,0.33,16.5,,
46485,2.37,0,0.8955357,5/2/2018,Lorenzi P.,-1,-50,,
43209,1.33,1,0.895499204,2/14/2017,Simon G.,0.33,16.5,,
51521,1.34,1,0.895496999,9/27/2020,Koepfer D.,0.34,17,,
54187,1.11,1,0.895370546,10/12/2021,Medvedev D.,0.11,5.5,,
43366,1.33,1,0.895351417,2/27/2017,Bautista Agut R.,0.33,16.5,,
54158,1.21,1,0.895250225,10/10/2021,Zverev A.,0.21,10.5,,
47318,1.04,1,0.89523659,8/1/2018,Querrey S.,0.04,2,,
52938,1.23,1,0.894944454,5/12/2021,Nadal R.,0.23,11.5,,
44407,3.11,0,0.894898524,7/4/2017,Pavlasek A.,-1,-50,,
46555,1.35,1,0.89486894,5/9/2018,Coric B.,0.35,17.5,,
43966,1.19,1,0.894730916,5/15/2017,Goffin D.,0.19,9.5,,
46749,1.46,1,0.894701268,5/30/2018,Khachanov K.,0.46,23,,
49396,2.06,1,0.894698518,6/3/2019,Zverev A.,1.06,53,,
45207,1.16,1,0.894695457,10/9/2017,Del Potro J.M.,0.16,8,,
50508,1.49,1,0.894662716,10/16/2019,Seppi A.,0.49,24.5,,
48853,1.32,1,0.894585491,3/25/2019,Medvedev D.,0.32,16,,
56202,1.54,1,0.894532357,7/30/2022,Brooksby J.,0.54,27,,
43460,1.35,1,0.894421122,3/10/2017,Evans D.,0.35,17.5,,
46435,1.06,1,0.89438816,4/27/2018,Nadal R.,0.06,3,,
55744,1.29,1,0.894362471,6/8/2022,Berrettini M.,0.29,14.5,,
54945,1.33,1,0.894236267,2/23/2022,Sinner J.,0.33,16.5,,
48902,2.03,0,0.894155854,4/10/2019,Laaksonen H.,-1,-50,,
56683,3.64,0,0.894096518,9/30/2022,Kovacevic A.,-1,-50,,
55671,1.12,1,0.894038363,5/25/2022,Auger-Aliassime F.,0.12,6,,
46644,1.61,1,0.89400152,5/21/2018,Donaldson J.,0.61,30.5,,
53773,1.37,1,0.893975517,8/15/2021,Medvedev D.,0.37,18.5,,
50031,3.6,0,0.893885685,8/12/2019,Albot R.,-1,-50,,
51282,1.13,1,0.89387989,8/31/2020,Shapovalov D.,0.13,6.5,,
45036,1.65,1,0.893873961,9/18/2017,Dzumhur D.,0.65,32.5,,
48523,1.92,0,0.893856441,2/19/2019,Ramos-Vinolas A.,-1,-50,,
43694,1.25,1,0.893753682,4/17/2017,Berdych T.,0.25,12.5,,
47561,1.66,1,0.893704512,8/28/2018,Paire B.,0.66,33,,
44625,1.5,1,0.893681109,7/27/2017,Harrison R.,0.5,25,,
56480,2.22,0,0.893671349,8/30/2022,Fognini F.,-1,-50,,
50450,1.27,1,0.893618033,10/9/2019,Zverev A.,0.27,13.5,,
49502,1.51,1,0.893578011,6/20/2019,Zverev A.,0.51,25.5,,
45927,2.63,0,0.89355975,2/20/2018,Fritz T.,-1,-50,,
50000,1.09,1,0.893523966,8/7/2019,Nadal R.,0.09,4.5,,
44154,1.28,1,0.893516017,6/1/2017,Nishikori K.,0.28,14,,
53207,3,0,0.893413661,6/10/2021,Stricker D.,-1,-50,,
57402,1.14,1,0.893394875,2/16/2023,Medvedev D.,0.14,7,,
54708,1.11,1,0.893366335,2/5/2022,Zverev A.,0.11,5.5,,
52245,1.44,1,0.893327295,2/23/2021,Cecchinato M.,0.44,22,,
45536,1.3,1,0.893263216,1/5/2018,Anderson K.,0.3,15,,
44347,1.42,1,0.89322588,6/29/2017,Baghdatis M.,0.42,21,,
52098,2.35,0,0.8931654,2/7/2021,Evans D.,-1,-50,,
52996,6.17,0,0.89316234,5/20/2021,Rinderknech A.,-1,-50,,
50649,1.68,1,0.892905325,10/31/2019,Tsitsipas S.,0.68,34,,
46086,3.69,0,0.892898901,3/9/2018,Delbonis F.,-1,-50,,
55259,1.5,1,0.892846987,4/11/2022,Carreno Busta P.,0.5,25,,
46506,3.2,0,0.892778722,5/4/2018,Sousa J.,-1,-50,,
51173,1.18,1,0.892750363,2/26/2020,Tsitsipas S.,0.18,9,,
56328,3.4,0,0.892686272,8/11/2022,Evans D.,-1,-50,,
56272,1.27,1,0.89266339,8/5/2022,Auger-Aliassime F.,0.27,13.5,,
55371,1.24,1,0.892647467,4/23/2022,Djokovic N.,0.24,12,,
44953,1.19,1,0.892595187,8/30/2017,Querrey S.,0.19,9.5,,
49524,1.56,1,0.892560524,6/24/2019,Johnson S.,0.56,28,,
49633,2.63,0,0.89247563,7/2/2019,Rublev A.,-1,-50,,
53782,3.69,0,0.892452553,8/16/2021,Pella G.,-1,-50,,
47849,1.36,1,0.8923873,10/10/2018,Bautista Agut R.,0.36,18,,
57328,1.47,1,0.892361829,2/9/2023,Dellien H.,0.47,23.5,,
49681,1.36,1,0.892279615,7/6/2019,Berrettini M.,0.36,18,,
52138,1.1,1,0.892213191,2/9/2021,Carballes Baena R.,0.1,5,,
45022,2.87,0,0.892178359,9/4/2017,Rublev A.,-1,-50,,
53712,2.38,0,0.892153308,8/5/2021,Brooksby J.,-1,-50,,
49527,1.34,1,0.892117815,6/24/2019,Troicki V.,0.34,17,,
54554,1.33,1,0.891971834,1/18/2022,Auger-Aliassime F.,0.33,16.5,,
47733,2.95,0,0.891937337,9/26/2018,Auger-Aliassime F.,-1,-50,,
54280,1.7,1,0.891833007,10/26/2021,Mcdonald M.,0.7,35,,
54694,2.8,0,0.891828619,2/3/2022,Gasquet R.,-1,-50,,
51414,1.22,1,0.891812289,9/10/2020,Thiem D.,0.22,11,,
54152,1.34,1,0.891641269,10/9/2021,Opelka R.,0.34,17,,
43542,1.3,1,0.891635024,3/18/2017,Wawrinka S.,0.3,15,,
56288,1.31,1,0.891614718,8/8/2022,Ruusuvuori E.,0.31,15.5,,
57109,1.44,1,0.891610676,1/10/2023,Kubler J.,0.44,22,,
52122,1.09,1,0.891596789,2/8/2021,Wawrinka S.,0.09,4.5,,
48197,1.15,1,0.891545873,1/9/2019,Tsitsipas S.,0.15,7.5,,
54873,3.58,0,0.891542616,2/17/2022,Rinderknech A.,-1,-50,,
57672,1.29,1,0.891518867,3/11/2023,Paul T.,0.29,14.5,,
46222,1.18,1,0.891501396,3/24/2018,Del Potro J.M.,0.18,9,,
55637,1.19,1,0.891467388,5/24/2022,Hurkacz H.,0.19,9.5,,
54495,1.44,1,0.891425879,1/13/2022,Cressy M.,0.44,22,,
44468,4.48,0,0.891418819,7/8/2017,Mannarino A.,-1,-50,,
44880,2.69,0,0.89136988,8/22/2017,Berlocq C.,-1,-50,,
50383,1.14,1,0.891302192,10/2/2019,Thiem D.,0.14,7,,
47475,2.88,0,0.891283151,8/18/2018,Goffin D.,-1,-50,,
52113,1.4,1,0.891217446,2/8/2021,Lajovic D.,0.4,20,,
46686,1.18,1,0.891192441,5/26/2018,Thiem D.,0.18,9,,
48549,1.35,1,0.891004001,2/20/2019,Tsitsipas S.,0.35,17.5,,
52424,4.93,0,0.890966333,3/11/2021,Basilashvili N.,-1,-50,,
55056,1.11,1,0.890920428,3/13/2022,Sinner J.,0.11,5.5,,
45044,1.63,1,0.89091825,9/19/2017,Paire B.,0.63,31.5,,
57029,2.63,0,0.890865454,11/18/2022,Rublev A.,-1,-50,,
43271,1.49,1,0.890837958,2/19/2017,Harrison R.,0.49,24.5,,
45524,1.17,1,0.890794615,1/4/2018,Simon G.,0.17,8.5,,
56008,1.33,1,0.890731845,7/4/2022,Kyrgios N.,0.33,16.5,,
47889,1.47,1,0.890711046,10/16/2018,Millman J.,0.47,23.5,,
54714,6.43,0,0.890698408,2/6/2022,Bublik A.,-1,-50,,
50290,2.58,0,0.890635163,9/20/2019,Bedene A.,-1,-50,,
48777,1.47,1,0.890631329,3/16/2019,Federer R.,0.47,23.5,,
56101,1.08,1,0.890609905,7/20/2022,Rublev A.,0.08,4,,
54454,1.16,1,0.89039263,1/9/2022,Nadal R.,0.16,8,,
46836,1.16,1,0.890326353,6/13/2018,Federer R.,0.16,8,,
56939,1.14,1,0.890255268,10/27/2022,Sinner J.,0.14,7,,
48636,1.26,1,0.890236169,2/27/2019,Tsitsipas S.,0.26,13,,
52892,1.41,1,0.890204926,5/5/2021,Garin C.,0.41,20.5,,
49977,1.55,1,0.890126997,8/5/2019,Basilashvili N.,0.55,27.5,,
47562,1.37,1,0.890100314,8/28/2018,Monfils G.,0.37,18.5,,
55121,1.3,1,0.890082829,3/24/2022,Nishioka Y.,0.3,15,,
52145,1.05,1,0.890017274,2/9/2021,Tsitsipas S.,0.05,2.5,,
48844,1.55,1,0.890013529,3/24/2019,Basilashvili N.,0.55,27.5,,
46797,2.39,0,0.890009489,6/2/2018,Schwartzman D.,-1,-50,,
57314,1.63,1,0.890007929,2/9/2023,Barrere G.,0.63,31.5,,
52812,1.37,1,0.889966295,4/27/2021,Struff J.L.,0.37,18.5,,
45278,1.69,1,0.889900047,10/17/2017,Tiafoe F.,0.69,34.5,,
43123,2.08,1,0.889892104,2/7/2017,Stebe C.M.,1.08,54,,
53454,1.01,1,0.88987874,7/5/2021,Djokovic N.,0.01,0.5,,
43021,1.23,1,0.889784771,1/17/2017,Chung H.,0.23,11.5,,
48582,1.49,1,0.889767929,2/22/2019,Del Potro J.M.,0.49,24.5,,
56727,1.08,1,0.889734772,10/4/2022,Medvedev D.,0.08,4,,
44629,1.18,1,0.889728801,7/28/2017,Isner J.,0.18,9,,
43167,1.18,1,0.889671128,2/9/2017,Lorenzi P.,0.18,9,,
43265,1.15,1,0.88960062,2/18/2017,Nishikori K.,0.15,7.5,,
47806,1.46,1,0.889530231,10/5/2018,Nishikori K.,0.46,23,,
54002,3.14,0,0.889496476,9/12/2021,Medvedev D.,-1,-50,,
54675,2.5,0,0.88933919,2/2/2022,Galan D.E.,-1,-50,,
55699,1.27,1,0.889285681,5/28/2022,Rublev A.,0.27,13.5,,
51450,1.52,1,0.889262307,9/15/2020,Millman J.,0.52,26,,
43740,3.55,0,0.889256918,4/21/2017,Goffin D.,-1,-50,,
45357,1.1,1,0.889181948,10/24/2017,Cilic M.,0.1,5,,
46774,1.52,1,0.88915869,5/31/2018,Zverev M.,0.52,26,,
44426,1.96,1,0.889022022,7/5/2017,Paire B.,0.96,48,,
55159,1.18,1,0.888949518,3/27/2022,Norrie C.,0.18,9,,
46912,1.38,1,0.888862193,6/22/2018,Cilic M.,0.38,19,,
45589,2.36,0,0.888860074,1/11/2018,Paire B.,-1,-50,,
46672,1.36,1,0.888819501,5/24/2018,Johnson S.,0.36,18,,
43670,1.17,1,0.88878788,4/13/2017,Verdasco F.,0.17,8.5,,
55553,1.29,1,0.888667009,5/16/2022,Delbonis F.,0.29,14.5,,
55848,1.21,1,0.888650355,6/20/2022,De Minaur A.,0.21,10.5,,
50020,1.41,1,0.888594136,8/11/2019,Nadal R.,0.41,20.5,,
49826,3.03,0,0.888564974,7/24/2019,Fabbiano T.,-1,-50,,
57210,1.19,1,0.888558335,1/18/2023,Shapovalov D.,0.19,9.5,,
53664,1.23,1,0.88852343,7/29/2021,Ruud C.,0.23,11.5,,
54583,1.34,1,0.888450403,1/19/2022,Korda S.,0.34,17,,
53822,1.2,1,0.888379976,8/20/2021,Rublev A.,0.2,10,,
46643,1.78,1,0.888367125,5/21/2018,Carballes Baena R.,0.78,39,,
50676,1.54,1,0.888297978,1/6/2020,Chardy J.,0.54,27,,
45628,3.89,0,0.888112525,1/15/2018,Nishioka Y.,-1,-50,,
45208,1.45,1,0.888040622,10/9/2017,Gasquet R.,0.45,22.5,,
54202,5.68,0,0.887983104,10/15/2021,Fritz T.,-1,-50,,
43935,1.19,1,0.887958914,5/10/2017,Djokovic N.,0.19,9.5,,
56469,1.52,1,0.887922113,8/29/2022,Rinderknech A.,0.52,26,,
53659,1.38,1,0.88790891,7/28/2021,Krajinovic F.,0.38,19,,
54069,1.74,1,0.887880157,9/28/2021,Sonego L.,0.74,37,,
47272,2.73,0,0.887861333,7/30/2018,Istomin D.,-1,-50,,
50421,1.33,1,0.887854617,10/7/2019,Murray A.,0.33,16.5,,
52951,2.5,0,0.8877738,5/13/2021,Delbonis F.,-1,-50,,
46428,1.49,1,0.887735613,4/26/2018,Bautista Agut R.,0.49,24.5,,
45404,2.08,0,0.887735258,10/30/2017,Mahut N.,-1,-50,,
43147,4.54,0,0.887719758,2/8/2017,Brown D.,-1,-50,,
49634,2.16,1,0.887710156,7/2/2019,Koepfer D.,1.16,58,,
47490,1.7,1,0.887709202,8/20/2018,Sandgren T.,0.7,35,,
50518,4.29,0,0.887635058,10/17/2019,Humbert U.,-1,-50,,
43365,4.02,0,0.887516981,2/27/2017,Garcia-Lopez G.,-1,-50,,
52640,1.25,1,0.887508233,4/6/2021,Musetti L.,0.25,12.5,,
52985,1.5,1,0.887494442,5/18/2021,Fognini F.,0.5,25,,
48554,2.59,0,0.887474729,2/20/2019,Dellien H.,-1,-50,,
56345,1.27,1,0.887428961,8/15/2022,Norrie C.,0.27,13.5,,
53411,1.29,1,0.887420002,6/30/2021,Dimitrov G.,0.29,14.5,,
49929,1.35,1,0.88732713,8/1/2019,Tsitsipas S.,0.35,17.5,,
46358,1.28,1,0.88722744,4/19/2018,Zverev A.,0.28,14,,
45967,1.47,1,0.887148186,2/23/2018,Johnson S.,0.47,23.5,,
55271,1.43,1,0.887089261,4/12/2022,Martinez P.,0.43,21.5,,
47800,2.48,0,0.887023439,10/4/2018,Gasquet R.,-1,-50,,
47422,1.23,1,0.887022421,8/12/2018,Nadal R.,0.23,11.5,,
43979,1.48,1,0.886989765,5/16/2017,Carreno Busta P.,0.48,24,,
45013,3.83,0,0.886843981,9/2/2017,Zverev M.,-1,-50,,
51044,2.24,0,0.88679922,2/17/2020,Andujar P.,-1,-50,,
56240,2.8,0,0.886779638,8/3/2022,Ruusuvuori E.,-1,-50,,
44292,1.31,1,0.886691665,6/23/2017,Dimitrov G.,0.31,15.5,,
43814,1.04,1,0.886675525,4/29/2017,Nadal R.,0.04,2,,
47102,1.15,1,0.886506478,7/11/2018,Djokovic N.,0.15,7.5,,
48803,2.66,0,0.88647872,3/21/2019,Thompson J.,-1,-50,,
53112,1.24,1,0.886314021,5/31/2021,Paul T.,0.24,12,,
51523,3.03,0,0.88630282,9/27/2020,Bonzi B.,-1,-50,,
45810,1.8,1,0.886239699,2/12/2018,Seppi A.,0.8,40,,
50969,1.58,1,0.886213039,2/10/2020,Bautista Agut R.,0.58,29,,
43665,1.55,1,0.886186412,4/13/2017,Vesely J.,0.55,27.5,,
44604,1.2,1,0.886078221,7/26/2017,Lorenzi P.,0.2,10,,
45033,1.06,1,0.886045832,9/18/2017,Kohlschreiber P.,0.06,3,,
43258,4.73,0,0.885693863,2/17/2017,Herbert P.H.,-1,-50,,
46602,2.23,0,0.885577897,5/15/2018,Shapovalov D.,-1,-50,,
44683,2.67,0,0.885546462,8/2/2017,Pella G.,-1,-50,,
56206,1.63,1,0.885399,7/30/2022,De Minaur A.,0.63,31.5,,
48451,1.52,1,0.885382553,2/12/2019,Sousa J.,0.52,26,,
56440,1.5,1,0.885181636,8/27/2022,Mannarino A.,0.5,25,,
46296,1.38,1,0.885172741,4/12/2018,Sousa J.,0.38,19,,
53035,1.49,1,0.885033004,5/25/2021,Musetti L.,0.49,24.5,,
55170,1.34,1,0.884956942,3/28/2022,Kokkinakis T.,0.34,17,,
44193,1.78,1,0.884904302,6/12/2017,Struff J.L.,0.78,39,,
54003,1.7,1,0.884883942,9/20/2021,Djere L.,0.7,35,,
45371,1.11,1,0.884849778,10/25/2017,Del Potro J.M.,0.11,5.5,,
45975,2.59,0,0.884776201,2/25/2018,Tiafoe F.,-1,-50,,
49981,1.64,1,0.88476811,8/6/2019,Millman J.,0.64,32,,
43264,2.16,0,0.884732981,2/18/2017,Tsonga J.W.,-1,-50,,
54951,1.26,1,0.884731489,2/23/2022,Rublev A.,0.26,13,,
48910,4.32,0,0.884703131,4/11/2019,Munar J.,-1,-50,,
56478,1.12,1,0.884701824,8/30/2022,Ivashka I.,0.12,6,,
47681,1.23,1,0.884574748,9/20/2018,Bautista Agut R.,0.23,11.5,,
50057,1.05,1,0.884523779,8/14/2019,Federer R.,0.05,2.5,,
45238,3.36,0,0.884415747,10/11/2017,Simon G.,-1,-50,,
53024,2.16,0,0.884318653,5/24/2021,Verdasco F.,-1,-50,,
51058,1.53,1,0.884199893,2/18/2020,Kecmanovic M.,0.53,26.5,,
54979,1.01,1,0.884062639,2/24/2022,Nadal R.,0.01,0.5,,
54348,1.38,1,0.884005687,11/4/2021,Zverev A.,0.38,19,,
48215,2.3,0,0.883973469,1/12/2019,Sandgren T.,-1,-50,,
57497,1.37,1,0.883917787,2/23/2023,Jarry N.,0.37,18.5,,
43409,1.07,1,0.88390456,3/1/2017,Djokovic N.,0.07,3.5,,
51125,7.03,0,0.883902796,2/22/2020,Mager G.,-1,-50,,
56038,1.28,1,0.883798517,7/12/2022,Davidovich Fokina A.,0.28,14,,
54013,1.34,1,0.88372637,9/21/2021,Musetti L.,0.34,17,,
56294,1.65,1,0.883698107,8/9/2022,De Minaur A.,0.65,32.5,,
53002,1.59,1,0.883697428,5/20/2021,Cuevas P.,0.59,29.5,,
43299,3.63,0,0.883676445,2/21/2017,Carballes Baena R.,-1,-50,,
49504,1.18,1,0.8836037,6/20/2019,Federer R.,0.18,9,,
55668,1.09,1,0.883533646,5/25/2022,Norrie C.,0.09,4.5,,
50908,2.3,0,0.883493976,2/4/2020,Marcora R.,-1,-50,,
55311,1.61,1,0.883294842,4/18/2022,Gerasimov E.,0.61,30.5,,
53630,1.56,1,0.883203552,7/26/2021,Taberner C.,0.56,28,,
44869,2.1,0,0.883116277,8/21/2017,Benneteau J.,-1,-50,,
54883,1.48,1,0.883097749,2/18/2022,Opelka R.,0.48,24,,
47332,2.54,0,0.883029931,8/2/2018,De Minaur A.,-1,-50,,
48931,1.75,1,0.88299164,4/14/2019,Dimitrov G.,0.75,37.5,,
55470,1.14,1,0.882931072,5/5/2022,Alcaraz C.,0.14,7,,
52682,1.41,1,0.882813797,4/13/2021,Carreno Busta P.,0.41,20.5,,
49604,1.32,1,0.882723614,7/1/2019,Khachanov K.,0.32,16,,
52706,2.69,0,0.882686888,4/14/2021,Ruud C.,-1,-50,,
51120,2.49,0,0.8826566,2/22/2020,Nishioka Y.,-1,-50,,
45174,1.07,1,0.882565499,10/4/2017,Cilic M.,0.07,3.5,,
46484,1.17,1,0.882515138,5/2/2018,Chung H.,0.17,8.5,,
51246,2.55,0,0.882488568,8/24/2020,Struff J.L.,-1,-50,,
52649,1.61,1,0.882480656,4/7/2021,Fritz T.,0.61,30.5,,
48742,1.33,1,0.882474273,3/10/2019,Edmund K.,0.33,16.5,,
52925,2.47,0,0.882472966,5/11/2021,Auger-Aliassime F.,-1,-50,,
52563,1.42,1,0.882265447,3/26/2021,Struff J.L.,0.42,21,,
48574,1.45,1,0.882241486,2/22/2019,Bedene A.,0.45,22.5,,
55205,2.78,0,0.882152422,4/5/2022,Querrey S.,-1,-50,,
54179,1.18,1,0.882112147,10/12/2021,Zverev A.,0.18,9,,
57502,1.2,1,0.882036843,2/23/2023,Dimitrov G.,0.2,10,,
46674,1.77,1,0.882004071,5/24/2018,Simon G.,0.77,38.5,,
49473,1.4,1,0.881983371,6/18/2019,Tsonga J.W.,0.4,20,,
49008,1.43,1,0.881937608,4/23/2019,Munar J.,0.43,21.5,,
57223,1.19,1,0.881936851,1/18/2023,Kokkinakis T.,0.19,9.5,,
44818,3.24,0,0.88187659,8/15/2017,Basilashvili N.,-1,-50,,
56733,1.29,1,0.88160875,10/5/2022,Cilic M.,0.29,14.5,,
53702,1.65,1,0.881576018,8/4/2021,Ivashka I.,0.65,32.5,,
44489,3.62,0,0.88145213,7/17/2017,Menendez-Maceiras A.,-1,-50,,
51975,1.22,1,0.881316169,1/10/2021,Bublik A.,0.22,11,,
46302,1.17,1,0.881260761,4/13/2018,Isner J.,0.17,8.5,,
45650,5.68,0,0.88125841,1/16/2018,Lacko L.,-1,-50,,
44850,2.65,0,0.881206492,8/17/2017,Sugita Y.,-1,-50,,
42889,2.6,0,0.881147482,1/4/2017,Edmund K.,-1,-50,,
52635,2.67,0,0.881030322,4/6/2021,Kovalik J.,-1,-50,,
54137,1.26,1,0.880959347,10/9/2021,Shapovalov D.,0.26,13,,
52436,1.35,1,0.880895966,3/12/2021,Medvedev D.,0.35,17.5,,
49932,2.16,0,0.880882843,8/1/2019,Cilic M.,-1,-50,,
43273,4.8,0,0.880843253,2/19/2017,Dolgopolov O.,-1,-50,,
45518,1.36,1,0.880800351,1/3/2018,Haase R.,0.36,18,,
56692,1.34,1,0.880771719,9/30/2022,Shapovalov D.,0.34,17,,
54426,1.34,1,0.880706064,1/5/2022,Cilic M.,0.34,17,,
47215,1.58,1,0.880679437,7/24/2018,Zverev M.,0.58,29,,
45707,2.59,0,0.880642172,1/20/2018,Chung H.,-1,-50,,
55088,1.61,1,0.880639987,3/18/2022,Fritz T.,0.61,30.5,,
50430,1.95,1,0.880610255,10/7/2019,Norrie C.,0.95,47.5,,
56686,1.2,1,0.880564305,9/30/2022,Cilic M.,0.2,10,,
57482,1.9,1,0.880518426,2/22/2023,Lehecka J.,0.9,45,,
49265,1.2,1,0.880447882,5/23/2019,Zverev A.,0.2,10,,
44633,2.16,0,0.88018992,7/28/2017,Delbonis F.,-1,-50,,
46860,1.3,1,0.880043716,6/16/2018,Raonic M.,0.3,15,,
49942,1.19,1,0.880006133,8/1/2019,Fritz T.,0.19,9.5,,
44262,3.34,0,0.879982592,6/20/2017,Kozlov S.,-1,-50,,
57673,1.3,1,0.879959106,3/11/2023,Alcaraz C.,0.3,15,,
48614,1.11,1,0.879885688,2/26/2019,Munar J.,0.11,5.5,,
54399,1.14,1,0.879863802,11/20/2021,Medvedev D.,0.14,7,,
46969,2.17,0,0.879724835,6/28/2018,Zverev M.,-1,-50,,
48353,1.44,1,0.879711612,2/5/2019,Struff J.L.,0.44,22,,
46621,1.54,1,0.879700488,5/17/2018,Cilic M.,0.54,27,,
57345,1.52,1,0.879565743,2/11/2023,Baez S.,0.52,26,,
53205,1.38,1,0.879511058,6/10/2021,De Minaur A.,0.38,19,,
46003,1.4,1,0.879492927,2/27/2018,Donskoy E.,0.4,20,,
46866,1.1,1,0.879411903,6/18/2018,Querrey S.,0.1,5,,
44885,1.44,1,0.879362397,8/22/2017,Fritz T.,0.44,22,,
43331,1.49,1,0.879358052,2/23/2017,Querrey S.,0.49,24.5,,
52430,1.35,1,0.879340346,3/12/2021,Garin C.,0.35,17.5,,
56061,1.61,1,0.87931383,7/15/2022,Kubler J.,0.61,30.5,,
49590,2.02,0,0.879253402,7/1/2019,Pella G.,-1,-50,,
56503,1.15,1,0.879223085,8/31/2022,Kyrgios N.,0.15,7.5,,
54922,1.75,1,0.879197516,2/22/2022,Khachanov K.,0.75,37.5,,
43981,1.3,1,0.879136288,5/16/2017,Cuevas P.,0.3,15,,
47616,1.21,1,0.879030892,8/30/2018,Kyrgios N.,0.21,10.5,,
53665,3.42,0,0.878999998,7/29/2021,O Connell C.,-1,-50,,
43575,3.05,0,0.878804848,3/24/2017,Mahut N.,-1,-50,,
45220,1.95,1,0.87876266,10/10/2017,Gasquet R.,0.95,47.5,,
56662,1.43,1,0.878714098,9/28/2022,Shapovalov D.,0.43,21.5,,
44690,1.15,1,0.878684818,8/2/2017,Jaziri M.,0.15,7.5,,
52832,1.65,1,0.878634961,4/29/2021,Struff J.L.,0.65,32.5,,
57512,2.88,0,0.878586126,2/24/2023,Bublik A.,-1,-50,,
51155,2.62,0,0.878513011,2/25/2020,Bublik A.,-1,-50,,
49427,1.47,1,0.87845979,6/11/2019,Seppi A.,0.47,23.5,,
53449,1.13,1,0.878441669,7/3/2021,Berrettini M.,0.13,6.5,,
48264,3.23,0,0.878294628,1/15/2019,Bolt A.,-1,-50,,
56358,1.23,1,0.87829059,8/16/2022,Sinner J.,0.23,11.5,,
47402,1.37,1,0.878176761,8/8/2018,Shapovalov D.,0.37,18.5,,
45352,1.17,1,0.878095468,10/24/2017,Pouille L.,0.17,8.5,,
56699,1.29,1,0.878010078,10/1/2022,Cilic M.,0.29,14.5,,
57433,1.57,1,0.877829221,2/18/2023,Norrie C.,0.57,28.5,,
48009,1.21,1,0.877823025,10/26/2018,Federer R.,0.21,10.5,,
51267,1.38,1,0.877747603,8/26/2020,Tsitsipas S.,0.38,19,,
54381,2.46,0,0.877663701,11/11/2021,Paul T.,-1,-50,,
48479,1.11,1,0.877645244,2/14/2019,Tsonga J.W.,0.11,5.5,,
45624,1.27,1,0.877603028,1/15/2018,Carreno Busta P.,0.27,13.5,,
45486,1.01,1,0.877511265,1/2/2018,Travaglia S.,0.01,0.5,,
45028,1.1,1,0.877470708,9/6/2017,Nadal R.,0.1,5,,
51126,1.61,1,0.877427558,2/23/2020,Garin C.,0.61,30.5,,
55728,1.24,1,0.877402563,6/7/2022,Kyrgios N.,0.24,12,,
43358,3.06,0,0.877388703,2/26/2017,Sock J.,-1,-50,,
45771,1.16,1,0.877283196,2/8/2018,Gasquet R.,0.16,8,,
49285,1.2,1,0.877187041,5/26/2019,Dimitrov G.,0.2,10,,
